,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
86,Ceresney,Maureen,,,,,no authors found with criteria
87,Chakrabarty,Trisha,"University of British Columbia, Faculty of Medicine",56521302100,,MEDI (82); NEUR (15); PSYC (7),
88,Chakraborty,Tapash Apu,"University of British Columbia, Faculty of Medicine",57751102400,,MEDI (1); MULT (1),
89,Champagne,Marilyn,,,,,no authors found with criteria
90,Chan,Ryan M.,The University of British Columbia,57202308391,,MEDI (2),
91,Chapman,Laura,The University of British Columbia,36481002500,,PSYC (2); MEDI (1),
92,Chauhan,Harpreet,"St. Paul's Hospital, Vancouver",57224143174,,MEDI (2),
93,Cheek,Joanna,The University of British Columbia,55651125300,,MEDI (10); PSYC (3); ENGI (1),
94,Chernick,Grant,,,,,no authors found with criteria
95,Chete,Edwin,,,,,no authors found with criteria
96,Chetty,Unita,,,,,no authors found with criteria
97,Cheung,Pierre,,,,,no authors found with criteria
98,Cheung,Bennett Sw,"University of British Columbia, Faculty of Medicine",57907977000,,MEDI (1); PSYC (1),
99,Chhabra,Mehtaab,,,,,no authors found with criteria
100,Chin,Danielle,,,,,no authors found with criteria
101,Cho,Brian,The University of British Columbia,56834980000,,BIOC (5); MEDI (2); PHAR (1),
102,Cho,Caroline,,,,,no authors found with criteria
103,Chodkiewicz,Adam,UBC Hospital,53872376600,,MEDI (2),
104,Choong,Wee Kei,,,,,no authors found with criteria
105,Chow,Bryan,The University of British Columbia,36914706000,,MEDI (7),
106,Chowdhury,Sheehan H.,The University of British Columbia,57189730735,,MEDI (3),
107,Claman,Jeffery M.,UBC Hospital,9042835100,,MEDI (6); NEUR (1),
108,Clark,Campbell M.,The University of British Columbia,35480697600,,MEDI (111); NEUR (90); PSYC (64),
109,Clarke,Lorne Andrew,BC Children's Hospital Research Institute,7201975122,0000-0003-0512-7281,MEDI (147); BIOC (125); MATH (5),
110,Coelho,Jennifer S.,"University of British Columbia, Faculty of Medicine",15026048700,0000-0001-9907-8067,MEDI (57); PSYC (40); NURS (16),
111,Cohen,Jordan,The University of British Columbia,58123561900,,MEDI (2),
112,Cojocaru,Alice,,,,,no authors found with criteria
113,Collins,Nelson,,,,,no authors found with criteria
114,Comeau,Jennifer,,,,,no authors found with criteria
115,Comeau,Kent,,,,,no authors found with criteria
116,Comey,Rob,,,,,no authors found with criteria
117,Cooper,Michael,The University of British Columbia,56502812400,,PSYC (1); MEDI (1); SOCI (1),
118,Cooper,Barry S.,The University of British Columbia,9336058100,,MEDI (21); PSYC (20); SOCI (9),
119,Corbyn,Bryony R.,The University of British Columbia,56644997400,,MEDI (4); PSYC (1),
120,Correia,Shauna,The University of British Columbia,56611553100,,MEDI (15); BIOC (2),
121,Coupland,Jason,,,,,no authors found with criteria
122,Cox,Darcy,The University of British Columbia,35474734500,,MEDI (12); PSYC (9); NEUR (1),
123,Coxon,Carol,,,,,no authors found with criteria
124,Craig,Ann Marie,Djavad Mowafaghian Centre for Brain Health,7201507943,,NEUR (88); BIOC (78); MEDI (26),
125,Crowell,Timothy A.,The University of British Columbia,6603815296,,PSYC (19); NEUR (8); MEDI (8),
126,Culo,Sandi,The University of British Columbia,14621580400,,MEDI (5); PSYC (1); NURS (1),
127,Darabian,Kaveh,,,,,no authors found with criteria
128,Davis,Lindsay,St. Paul's Hospital,56062721600,,MEDI (1); NEUR (1),
129,de Rappard,Sherry,,,,,no authors found with criteria
130,Degenhardt,Amanda,The University of British Columbia,56471624300,,NEUR (4); MEDI (3); BIOC (2),
131,Derocher,Christopher,,,,,no authors found with criteria
132,Dhaese,Marie-José,,,,,no authors found with criteria
133,Dhaliwal,Kuljit,The University of British Columbia,54683690300,,MEDI (1),
134,Dhariwal,Amrit K.,The University of British Columbia,57209706536,0000-0001-5724-5584,MEDI (10); PSYC (9); SOCI (3),
135,Diamond,Adele,"University of British Columbia, Faculty of Medicine",7102727063,0000-0002-1453-6434,PSYC (78); NEUR (39); MEDI (31),
136,Dimov,Marius,,,,,no authors found with criteria
137,Docherty,Claire,"University of British Columbia, Faculty of Medicine",57720890400,,MEDI (1),
138,Dodd,Lindsay,,,,,no authors found with criteria
139,Dodge,Liam,,,,,no authors found with criteria
140,Donahue,Birgitta,,,,,no authors found with criteria
141,Donaldson,Heather,,,,,no authors found with criteria
142,Dosanjh,Robbie,,,,,no authors found with criteria
143,Douziech,Jeffery R.,BC​ Children​'​​s Hospital,37025894100,,MEDI (4),
144,Douziech,Ingrid,,,,,no authors found with criteria
145,Dowey,Michael,,,,,no authors found with criteria
146,D&amp;apos;Oyley,Heather M.,Vancouver General Hospital,6508016739,,NEUR (2); PHAR (2); MEDI (1),
147,Drabkin,Rodney,,,,,no authors found with criteria
148,Drance,Elisabeth,The University of British Columbia,14424084600,,SOCI (6); MEDI (4); ARTS (3),
149,Driscoll,Miriam,The University of British Columbia,56611493100,,MEDI (19); PSYC (4); BIOC (3),
150,Drouillard,Natalie,The University of British Columbia,55605236300,,MEDI (1),
151,Dua,Vikram,British Columbia Autism Assessment Network,24733684600,,MEDI (7); PSYC (1),
152,Duncalf,Cliff,,,,,no authors found with criteria
153,Dunn,Patrice M.,The University of British Columbia,7401710339,,MEDI (1),
154,Duru,Doris,,,,,no authors found with criteria
155,Ebenstiner,Janice,,,,,no authors found with criteria
156,Edalati,Kourosh,BC Children's Hospital Research Institute,35169140500,,MEDI (2),
157,Edirmanasinghe,Dimitri,,,,,no authors found with criteria
158,Edwards,Katherine R.,The University of British Columbia,7402956237,,MEDI (7); NEUR (5); PHAR (4),
159,Eksteen,Hendri-Charl,,,,,no authors found with criteria
160,Elefante,Raymond Julius Obena,,,,,no authors found with criteria
161,Elfers,Theo,,,,,no authors found with criteria
162,Elliott,Katherine P.,The University of British Columbia,56124508300,,PSYC (5); MEDI (4); ARTS (1),
163,Emes,Craig,,,,,no authors found with criteria
164,Erickson,Dave,,,,,no authors found with criteria
165,Esau,Steven,,,,,no authors found with criteria
166,Eslami,Ali,BC​ Children​'​​s Hospital,57196115091,,MEDI (12); MATH (1); COMP (1),
167,Esmaili,Haydeh,,,,,no authors found with criteria
168,Eswar,Shruthi,,,,,no authors found with criteria
169,Evans,Anush,"University of British Columbia, Faculty of Medicine",58465847500,,MEDI (3),
170,Fabriel-Leclerc,Christin,,,,,no authors found with criteria
171,Fadeyi,Oludare,,,,,no authors found with criteria
172,Fahy,Mellisa J.,UBC Hospital,7007123330,,MEDI (6); BIOC (2),
173,Fantus,Claire,,,,,no authors found with criteria
174,Faraz,Muniba,,,,,no authors found with criteria
175,Fedoroff,Ingrid C.,"University of British Columbia, Faculty of Medicine",6603312534,,MEDI (18); PSYC (10); NEUR (8),
176,Fennemore,Marie,"St. Paul's Hospital, Vancouver",57195972769,,MEDI (3); PSYC (2); ARTS (1),
177,Ferguson,Gisele,,,,,no authors found with criteria
178,Fernando,Nadeesha,The University of British Columbia,9242836600,,MEDI (1),
179,Fibiger,Hans Christian,The University of British Columbia,35478938200,,NEUR (534); PHAR (273); BIOC (258),
180,Fine,Stuart H.,The University of British Columbia,7102143837,,MEDI (54); PSYC (36); NEUR (4),
181,Flannigan,Stacy,,,,,no authors found with criteria
182,Flynn,Sean W.,The University of British Columbia,7007046066,,MEDI (31); NEUR (21); PSYC (10),
183,Forbes,Ian,Vancouver General Hospital,23059901400,,NEUR (3); PSYC (1); MEDI (1),
184,Fox,Joel,The University of British Columbia,57198663486,,MEDI (3); BIOC (1),
185,Frangou,Sophia,"University of British Columbia, Faculty of Medicine",7004549374,,MEDI (411); NEUR (222); PSYC (69),
186,Frankland,Allan,,,,,no authors found with criteria
187,Fredrikson,Diane Helen,,,,,no authors found with criteria
188,Freedman,Glen,The University of British Columbia,15044222600,,PSYC (2),
189,French,Kelly,,,,,no authors found with criteria
190,Frew,Patricia,,,,,no authors found with criteria
191,Friesen,Wesley Howard,,,,,no authors found with criteria
192,Frizen,Oxana,,,,,no authors found with criteria
193,Froese,Colleen L.,The University of British Columbia,6602314982,,CHEM (3); MEDI (3); MATE (2),
194,Frolic,Natasha,,,,,no authors found with criteria
195,Fulton,Heather,,,,,no authors found with criteria
196,Fung,Kathryn,The University of British Columbia,57211860093,,MEDI (2); SOCI (2),
197,Fung,Jonathan,The University of British Columbia,7203073310,,MEDI (3); PSYC (2); AGRI (1),
198,Furigay,Yvetta,,,,,no authors found with criteria
199,Furlong,Allan,,,,,no authors found with criteria
200,Gamble,Allison,The University of British Columbia,57192556775,,SOCI (1); MEDI (1),
201,Gambouras,Adam,,,,,no authors found with criteria
202,Gandham,Natasha,,,,,no authors found with criteria
203,Gannon,Shivaun Rose,,,,,no authors found with criteria
204,Gansner,Melissa,,,,,no authors found with criteria
205,Garbett,Sally,,,,,no authors found with criteria
206,Geizer,Marie,,,,,no authors found with criteria
207,Geller,Josie,The University of British Columbia,36004382200,,MEDI (96); PSYC (65); NURS (17),
208,Genge,Margot,,,,,no authors found with criteria
209,Gilks,Thea,The University of British Columbia,57201668645,,PHAR (1); MEDI (1); ENVI (1),
210,Gill,Jitender,,,,,no authors found with criteria
211,Gill,Nadia,,,,,no authors found with criteria
212,Gill,Sharleen,,,,,no authors found with criteria
213,Gillespie,Ian A.,"University of British Columbia, Faculty of Medicine",36544823500,,MEDI (5); HEAL (1),
214,Gourdeau,Julie,,,,,no authors found with criteria
215,Grech,Theresa,,,,,no authors found with criteria
216,Greenaway,Masa'il,BC Children's Hospital,35169418800,,MEDI (2),
217,Gregoryanz,Tatiana,,,,,no authors found with criteria
218,Gregson,Alison,,,,,no authors found with criteria
219,Griffiths,Brenda Lee,,,,,no authors found with criteria
220,Grimminck,Rachel,,,,,no authors found with criteria
221,Grishin,Nataliya,,,,,no authors found with criteria
222,Gutteridge,Ursula,,,,,no authors found with criteria
223,Habibi,Mehrdad,,,,,no authors found with criteria
224,Haddon,Craig,,,,,no authors found with criteria
225,Hadjipavlou,George Alexander,,,,,no authors found with criteria
226,Halischuk,Grant,,,,,no authors found with criteria
227,Hallam,Elisabeth,,,,,no authors found with criteria
228,Halli,Priyanka S.,"University of British Columbia, Faculty of Medicine",26429281700,,MEDI (20); PSYC (3); MULT (1),
229,Hameer,Faiza,,,,,no authors found with criteria
230,Hanon,Neil,,,,,no authors found with criteria
231,Haque,Zia-Ui,,,,,no authors found with criteria
232,Haque,Farhan,,,,,no authors found with criteria
233,Haring,Michelle,The University of British Columbia,7006162504,,SOCI (4); PSYC (2),
234,Harrison,Richard L.,The University of British Columbia,7403907599,,PSYC (4); MEDI (3); BUSI (1),
235,Harvey,Layne Joseph,,,,,no authors found with criteria
236,Hassan,Islam,The University of British Columbia,55539363500,,MEDI (20); NEUR (6),
237,Hathaway,Lorraine,,,,,no authors found with criteria
238,Heilbrunn,David,,,,,no authors found with criteria
239,Henriques,Emilia,,,,,no authors found with criteria
240,Hewapathirane,Daminda,,,,,no authors found with criteria
241,Hinkle,Molli,,,,,no authors found with criteria
242,Ho,Charles,"University of British Columbia, Faculty of Medicine",57215122810,,MEDI (1); SOCI (1),
243,Holdsworth,Rosalynd,,,,,no authors found with criteria
244,Holland Biggs,Karen,,,,,no authors found with criteria
245,Honer,William G.,"University of British Columbia, Faculty of Medicine",7004460814,0000-0002-7628-5108,MEDI (664); NEUR (364); PSYC (113),
246,Hong,Kyung Sue,The University of British Columbia,26655604800,0000-0002-1250-6151,MEDI (111); NEUR (44); PSYC (17),
247,Hope,Kim,,,,,no authors found with criteria
248,Howard,Andrew K.,"University of British Columbia, Faculty of Medicine",34770101000,,MEDI (29); NEUR (8); PSYC (5),
249,Howell-Jones,Gail,The University of British Columbia,6507383072,,PSYC (1),
250,Howson,Anne L.,Vancouver General Hospital,36871808100,,NEUR (1); MEDI (1),
251,Hui,Jacqueline C.W.,,,,,no authors found with criteria
252,Hurst-Martin,Victoria,,,,,no authors found with criteria
253,Hutnyk,David,,,,,no authors found with criteria
254,Ignaszewski,Martha J.,Vancouver General Hospital,53865053900,,MEDI (20); PSYC (2); PHAR (2),
255,Ilcewicz-Klimek,Magdalena I.,Vancouver General Hospital,54966762100,,MEDI (7); NEUR (1),
256,Illing,Martin,The University of British Columbia,26040773700,,MEDI (1),
257,Inglis,Angela J.,"University of British Columbia, Faculty of Medicine",54684116800,,MEDI (39); BIOC (9); MULT (1),
258,Irwin,David A.J.,,,,,no authors found with criteria
259,Ishkanian,Ryan,,,,,no authors found with criteria
260,Jagdeo,Arun,The University of British Columbia,57199353619,,MEDI (1),
261,Jakovljevic,Ivana,,,,,no authors found with criteria
262,Jang,Kerry L.,"University of British Columbia, Faculty of Medicine",7201796278,,MEDI (210); PSYC (98); NEUR (29),
263,Janke,Paul,,,,,no authors found with criteria
264,Jee,Pamela,,,,,no authors found with criteria
265,Jenkins,Toyin,,,,,no authors found with criteria
266,Jewett,Ashley,,,,,no authors found with criteria
267,Jia,Lingsa,"University of British Columbia, Faculty of Medicine",57214891367,,MEDI (5),
268,Jitlina,Ekaterina,,,,,no authors found with criteria
269,Jiwa,Abdulkarim,,,,,no authors found with criteria
270,Jokic,Iva,,,,,no authors found with criteria
271,Joshi,Hemlata,,,,,no authors found with criteria
272,Jukes,Tara,BC​ Children​'​​s Hospital,57908816200,,PSYC (1); BIOC (1); MEDI (1),
273,Junaid,Sara,,,,,no authors found with criteria
274,Kaicker,Navin,,,,,no authors found with criteria
275,Kalenchuk,Anna Lynn,,,,,no authors found with criteria
276,Kanagarajan,Padmavathy,,,,,no authors found with criteria
277,Kandasamysomasundaram,Parthasarathy,,,,,no authors found with criteria
278,Kang,Gurmit,,,,,no authors found with criteria
279,Karakoc,Anastasia,,,,,no authors found with criteria
280,Karapareddy,Venugopal,,,,,no authors found with criteria
281,Katta,Balaraju,,,,,no authors found with criteria
282,Kaye,Valerie,,,,,no authors found with criteria
283,Kealy,David,"University of British Columbia, Faculty of Medicine",36022490700,0000-0002-3679-6085,MEDI (237); PSYC (125); SOCI (30),
284,Kegel,Sheila,,,,,no authors found with criteria
285,Kennedy,Andrea L.,"University of British Columbia, Faculty of Medicine",57221478702,,MEDI (3),
286,Kennedy,Christine M.,The University of British Columbia,56021008700,,MEDI (2),
287,Kennedy,Kristine Alexandra,,,,,no authors found with criteria
288,Keramatian,Kamyar,Coastal Early Psychosis Intervention Program,14060234300,,MEDI (48); NEUR (14); PSYC (4),
289,Khan,Mohammad,The University of British Columbia,13310326200,,MEDI (9); IMMU (2); ENVI (1),
290,Khanbhai,Irfan,Vancouver General Hospital,6507391421,,MEDI (3); NEUR (1); PSYC (1),
291,Khosa,Buldip,,,,,no authors found with criteria
292,Killough,Russet,,,,,no authors found with criteria
293,Klein,Carolin,West Coast Centre for Sex Therapy,11440768800,,MEDI (28); SOCI (10); PSYC (9),
294,Knebel,Ryan,,,,,no authors found with criteria
295,Kobiljski,Jasmina,The University of British Columbia,16042328100,,BIOC (2),
296,Koczapski,Andrzej B.,The University of British Columbia,6602154141,,MEDI (16); NEUR (5); PSYC (2),
297,Kolchak,Andriy,,,,,no authors found with criteria
298,Kolisang,Mohau,,,,,no authors found with criteria
299,Koo,Anson,,,,,no authors found with criteria
300,Kope,Terry M.,The University of British Columbia,6506567676,,MEDI (5); PSYC (2),
301,Koritar,Endre Laszlo,,,,,no authors found with criteria
302,Korkuczanska,Svetlana,,,,,no authors found with criteria
303,Korman,Lorne M.,The University of British Columbia,23111139300,,PSYC (8); MEDI (3),
304,Korn,Miriam,,,,,no authors found with criteria
305,Kosaka,Brenda Dale,,,,,no authors found with criteria
306,Kot,Sarina,BC Children's Hospital,35114998500,,PSYC (1); HEAL (1),
307,Krausz,Michael R.,"University of British Columbia, Faculty of Medicine",57195119591,,MEDI (401); PSYC (75); NEUR (40),
308,Krawchuk,Jayson,,,,,no authors found with criteria
309,Krell,Robert,The University of British Columbia,56968821100,,MEDI (32); PSYC (18); SOCI (7),
310,Krishnamoorthy,Ashok,The University of British Columbia,56800162200,,MEDI (12); NURS (3); SOCI (1),
311,Kundi,Pardeep Singh,Vancouver General Hospital,57222073684,,MEDI (1),
312,Kunkel,Lucinda,BC Mental Health and Substance Use Services,56579883700,,MEDI (1); PSYC (1),
313,Laban,Premakanthie,,,,,no authors found with criteria
314,Lacroix,Robert,,,,,no authors found with criteria
315,Lafleur,Daniel L.,The University of British Columbia,6701721002,,AGRI (2); PSYC (2); MEDI (2),
316,Lai,Constantine,,,,,no authors found with criteria
317,Laidlaw,Jennifer,The University of British Columbia,57185252300,,MEDI (4); SOCI (1); COMP (1),
318,Lalani,Roberta,,,,,no authors found with criteria
319,Lam,Raymond W.,The University of British Columbia,21742966400,0000-0001-7142-4669,MEDI (686); NEUR (198); PSYC (130),
320,Lamba,Rakesh,,,,,no authors found with criteria
321,Lament,Richard,The University of British Columbia,57191807707,,PHAR (1); MEDI (1),
322,Lane,Carol J.,The University of British Columbia,7101975482,,MEDI (9); NEUR (6); PHAR (2),
323,Langheimer,Verena,"University of British Columbia, Faculty of Medicine",56841650700,,MEDI (3); MULT (1),
324,Langill,Michelle,,,,,no authors found with criteria
325,Lau,Mark A.,The University of British Columbia,7102344927,,PSYC (38); MEDI (25); SOCI (3),
326,Lee,Jerome,,,,,no authors found with criteria
327,Lee,Harrison J.,"University of British Columbia, Faculty of Medicine",58412531300,,MEDI (1); PSYC (1),
328,Lee,Hella,,,,,no authors found with criteria
329,Lee,Danny S.,The University of British Columbia,57218697032,,MEDI (1),
330,Leising,Julie,The University of British Columbia,57222409019,,MEDI (4),
331,Leong,Kawai,Vancouver General Hospital,55965472400,,MEDI (6); NEUR (2),
332,Leung,Alexander Leigh-Yin,,,,,no authors found with criteria
333,Leung,Aldrich,The University of British Columbia,57191493038,,MEDI (2); PSYC (1),
334,Levin,Alexander,Vancouver General Hospital,53869151200,,PSYC (2); MEDI (1),
335,Levy,J Mark,,,,,no authors found with criteria
336,Li,Jennifer,Vancouver General Hospital,57226297694,,MEDI (2),
337,Lilla,Mogamad Nizaar,,,,,no authors found with criteria
338,Lilley,Christine M.,Compass Clinic,36849972100,,MEDI (15); NEUR (2); PSYC (1),
339,Lin,Daniel,Foundry,57207255642,,PSYC (2); MEDI (2),
340,Liu,Cindy,The University of British Columbia,57210800001,,SOCI (3); MEDI (2); NURS (1),
341,Livesley,W. John,The University of British Columbia,7006261608,,MEDI (159); PSYC (117); NEUR (24),
342,Lo,Theresa,,,,,no authors found with criteria
343,Locke,Bradley,,,,,no authors found with criteria
344,Lockhart,Olivia,,,,,no authors found with criteria
345,Loewen,Karen,,,,,no authors found with criteria
346,Louw,Johannes,,,,,no authors found with criteria
347,Luckhurst,Jessica,,,,,no authors found with criteria
348,Ludgate,Sacha,,,,,no authors found with criteria
349,Ma,Annie,The University of British Columbia,57203804174,,PSYC (2); MEDI (1),
350,MacBeath,Lyn,,,,,no authors found with criteria
351,Macfadden,Megan,BC​ Children​'​​s Hospital,57445597700,,MEDI (1),
352,MacInnes,Leah,,,,,no authors found with criteria
353,MacVicar,Brian Archibald,Djavad Mowafaghian Centre for Brain Health,7006717711,0000-0003-4596-4623,NEUR (168); BIOC (96); MEDI (82),
354,Mah,Janet W.T.,BC​ Children​'​​s Hospital,16417405100,0000-0001-7706-6890,MEDI (14); PSYC (13); SOCI (4),
355,Mahal,Daljeet,"University of British Columbia, Faculty of Medicine",56104205700,,MEDI (2); PSYC (1),
356,Malomo,Oluseyi,,,,,no authors found with criteria
357,Manjunath,Chinnapalli Veeraiah,,,,,no authors found with criteria
358,Mansoor,Soudeh,Vancouver General Hospital,55319931600,,MEDI (2); BIOC (1),
359,Marshall,Jeanine Celeste,,,,,no authors found with criteria
360,Martin,Nicole,The University of British Columbia,55780320000,,MEDI (2); NEUR (1),
361,Maskall,Doug,,,,,no authors found with criteria
362,Mathew,Nickie,Vancouver General Hospital,57209761500,,MEDI (37); PSYC (5); NURS (4),
363,Mathias,Steve M.,Foundry,14052613700,,MEDI (79); NURS (8); SOCI (6),
364,Matos,Meghan,,,,,no authors found with criteria
365,McConnell,Melanie C.,The University of British Columbia,57220525089,,PSYC (2); MEDI (1); NEUR (1),
366,McDermid,Joanna,The University of British Columbia,56533500400,,MEDI (3); PSYC (1),
367,McDermit,Dale,,,,,no authors found with criteria
368,McDonald,Patrick J.,The University of British Columbia,9943286500,,MEDI (210); NEUR (40); BIOC (6),
369,McFadden,Connor,,,,,no authors found with criteria
370,McGarvey,Kathleen A.,The University of British Columbia,6602697028,,MEDI (8); BIOC (4); NEUR (2),
371,McGeer,Edith G.,The University of British Columbia,35454223400,,NEUR (338); MEDI (247); BIOC (235),
372,McIntosh,Diane,Tellus,16245801200,,MEDI (31); PHAR (3); NEUR (3),
373,McKay,Joanna,,,,,no authors found with criteria
374,McMillan,Janette,The University of British Columbia,57197990761,,MEDI (1),
375,Megahed Gheis,Mohamed,,,,,no authors found with criteria
376,Mehra,Atul,,,,,no authors found with criteria
377,Meldrum,Lee Anne,,,,,no authors found with criteria
378,Mendoza,Valentina,The University of British Columbia,7004437254,,MEDI (2),
379,Menon,Mahesh,"University of British Columbia, Faculty of Medicine",9637177400,,MEDI (106); NEUR (53); PSYC (27),
380,Mestelman,Bryan,,,,,no authors found with criteria
381,Michalak,Erin E.,"University of British Columbia, Faculty of Medicine",7006410152,,MEDI (212); PSYC (51); NEUR (35),
382,Miki,Nancy Patricia Hana,,,,,no authors found with criteria
383,Millar,Grant,,,,,no authors found with criteria
384,Minnes,Yoram,,,,,no authors found with criteria
385,Minnings,Atlantis,,,,,no authors found with criteria
