,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
28,Austin,Jehannine C.,"University of British Columbia, Faculty of Medicine",7402093250,0000-0003-0338-7055,MEDI (264); BIOC (47); NEUR (37),
29,Awe,Ayodeji,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
30,Aydin,Cristina M.,The University of British Columbia,15130612300,,MEDI (4); BIOC (1),
31,Azarbar,Ataa,The University of British Columbia,57193737040,,MEDI (2); PSYC (1); NEUR (1),
32,Azim,Hassan F.A.,The University of British Columbia,6701805069,,MEDI (35); PSYC (25); SOCI (2),
33,Baer,Susan,The University of British Columbia,7005865403,,PHYS (23); MEDI (15); CHEM (12),
34,Bailey,Anthony J.,"University of British Columbia, Faculty of Medicine",7402596134,,MEDI (129); NEUR (62); PSYC (53),
35,Bains,Ramnique,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
36,Balakrishnan,Pradeep,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
37,Ballance,Dina,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
38,Banno,Brian,British Columbia Cancer Agency,25227722500,,BIOC (2); PHAR (2); AGRI (1),
39,Barale,Anthony,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
40,Bardell,Andrea L.,University of Ottawa,6506585181,,MEDI (8); NEUR (1); NURS (1),
41,Barley,Jennifer,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
42,Bates,Alan Thomas,"University of British Columbia, Faculty of Medicine",7102492953,,MEDI (51); NEUR (21); PSYC (18),
43,Batke,Adrienne,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
44,Bayat,Negar,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
45,Beasley,Clare Louise,The University of British Columbia,7102979717,0000-0001-5919-7838,MEDI (52); NEUR (49); BIOC (18),
46,Beauchemin,Lyne,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
47,Beaumont,Charl,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
48,Bell,Rachel,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
49,Benning,Tony B.,"University of British Columbia, Faculty of Medicine",57212434003,,MEDI (22); PSYC (8); SOCI (5),
50,Bergen,Dorothea,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
51,Bhalla,Rishi K.,Vancouver General Hospital,8743293100,,MEDI (27); PSYC (6); NEUR (6),
52,Bhasin,Mani,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
53,Bhatia,Niti,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
54,Bilsker,Dan,"University of British Columbia, Faculty of Medicine",57203574310,,MEDI (28); PSYC (3); NURS (2),
55,Biradar,Apparao,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
56,Birkholz,Kristina,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
57,Birlik,Muzumel,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
58,Birmingham,Carl Laird,The University of British Columbia,7005293592,0000-0003-4331-2664,MEDI (205); PSYC (77); AGRI (29),
59,Bishop,Lindsay,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
60,Black,Tyler R.,"University of British Columbia, Faculty of Medicine",56603764900,,MEDI (24); PSYC (1); MULT (1),
61,Blackburn,Paul,The University of British Columbia,57193806244,,MEDI (3),
62,Blair,Lindsay,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
63,Blank,Myles K.,BC Children's and Women's Hospital,36480923100,,PSYC (2); MEDI (2),
64,Blashko,Christopher,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
65,Blignaut,Johann,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
66,Bodnarchuk,Mark,Service correctionnel du Canada,,,MEDI (3); PSYC (3); SOCI (2),!!! profile for Mark Bodnarchuk does not pass addition condition
67,Bond,David J.,The University of British Columbia,14055349400,0000-0002-8713-7311,MEDI (149); NEUR (45); PSYC (27),
68,Bondar,Jay,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
69,Booth,Christopher C.,University College London,,,MEDI (204); ARTS (10); AGRI (7),!!! profile for Christopher Booth does not pass addition condition
70,Borowska,Anna,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
71,Bosc,Anastasia,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
72,Bosley,Laurence,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
73,Bossé-Chartier,Gabrielle,"University of British Columbia, Faculty of Medicine",57221873401,,MEDI (8); PSYC (2); ARTS (1),
74,Boston,Daniel,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
75,Bota,Melissa,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
76,Boudreau,Ainsley M.,BC​ Children​'​​s Hospital,35387416500,,MEDI (5); PSYC (5),
77,Bouffard,Rachelle,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
78,Boulding,Rachel,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
79,Bourque,Marie Claire,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
80,Bow,Simon,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
81,Bozorg,Shaghayegh,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
82,Breitman,Deanne,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
83,Brennan,Naomi,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
84,Brink,Justinus,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
85,Broadway,Lauren,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
86,Bronkhorst,Aletta,The University of British Columbia,56270019700,,MEDI (4),
87,Brost,Philip,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
88,Broster,Brett S.,The University of British Columbia,6603832176,,NEUR (5); PSYC (3),
89,Brown,Craig E.,The University of British Columbia,7408311558,,NEUR (28); MEDI (27); BIOC (14),
90,Brown,Jessica,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
91,Burkey,Matthew D.,Johns Hopkins Bloomberg School of Public Health,,,MEDI (41); SOCI (4); PSYC (4),!!! profile for Matthew Burkey does not pass addition condition
92,Burns,Kyle D.,The University of British Columbia,55392034400,,PHAR (1); MEDI (1),
93,Burns,Amy M.N.,The University of British Columbia,56221914700,,MEDI (10); NEUR (4); NURS (1),
94,Burrell,Erin,"University of British Columbia, Faculty of Medicine",57201586576,,MEDI (9); ENVI (2); NURS (2),
95,Burton,Hannah,"University of British Columbia, Faculty of Medicine",57241027600,,MEDI (2),
96,Butterfield,Michael,"University of British Columbia, Faculty of Medicine",57201589127,,MEDI (10); BIOC (2); NEUR (2),
97,Calhoun,Laura,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
98,Cameron,Kristjana,"University of British Columbia, Faculty of Medicine",55644251500,,MEDI (2); PSYC (1); NURS (1),
99,Campbell,Diane Paula,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
100,Campbell,Helen,The University of British Columbia,57196812991,,MEDI (5),
101,Carey,Paul,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
102,Carlson,Marie,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
103,Carrion,Prescilla B.,"University of British Columbia, Faculty of Medicine",55760664000,,MEDI (23); BIOC (4); PSYC (3),
104,Carter,Arthur,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
105,Caruncho,Hector,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
106,Casagrande,Magdalena,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
107,Casey,Janel,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
108,Catchpole,Rosalind E.H.,The University of British Columbia,57210221841,,PSYC (6); MEDI (6); SOCI (1),
109,Catton,Kristen,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
110,Ceresney,Maureen,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
111,Chachamovich,Eduardo,School of Medicine,,,MEDI (76); PSYC (16); SOCI (7),!!! profile for Eduardo Chachamovich does not pass addition condition
112,Chakrabarty,Trisha,"University of British Columbia, Faculty of Medicine",56521302100,,MEDI (82); NEUR (15); PSYC (7),
113,Chakraborty,Tapash Apu,"University of British Columbia, Faculty of Medicine",57751102400,,MEDI (1); MULT (1),
114,Champagne,Marilyn,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
115,Chan,Charlena,Camosun College,56287052300,,MEDI (3),
116,Chan,Salina,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
117,Chan,Ryan M.,The University of British Columbia,57202308391,,MEDI (2),
118,Chapman,Laura,The University of British Columbia,36481002500,,PSYC (2); MEDI (1),
119,Chauhan,Harpreet,"St. Paul's Hospital, Vancouver",57224143174,,MEDI (2),
120,Cheek,Joanna,The University of British Columbia,55651125300,,MEDI (10); PSYC (3); ENGI (1),
121,Chernick,Grant,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
122,Chete,Edwin,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
123,Chetty,Unita,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
124,Cheung,Pierre,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
125,Cheung,Bennett Sw,"University of British Columbia, Faculty of Medicine",57907977000,,MEDI (1); PSYC (1),
126,Chhabra,Mehtaab,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
127,Chin,Danielle,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
128,Chin,James,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
129,Cho,Brian,The University of British Columbia,56834980000,,BIOC (5); MEDI (2); PHAR (1),
130,Cho,Caroline,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
131,Chodkiewicz,Adam,UBC Hospital,53872376600,,MEDI (2),
132,Choong,Wee Kei,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
133,Chow,Bryan,The University of British Columbia,36914706000,,MEDI (7),
134,Chow,Matthew,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
135,Chowdhury,Sheehan H.,The University of British Columbia,57189730735,,MEDI (3),
136,Claman,Jeffery M.,UBC Hospital,9042835100,,MEDI (6); NEUR (1),
137,Clark,Campbell M.,The University of British Columbia,35480697600,,MEDI (111); NEUR (90); PSYC (64),
138,Clarke,Lorne Andrew,BC Children's Hospital Research Institute,7201975122,0000-0003-0512-7281,MEDI (147); BIOC (125); MATH (5),
139,Clements,Robert,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
140,Clift,Robert J.W.,Program Evaluation and Research,9943895400,0000-0002-4216-4631,PSYC (6); MEDI (6); SOCI (3),
141,Coelho,Jennifer S.,"University of British Columbia, Faculty of Medicine",15026048700,0000-0001-9907-8067,MEDI (57); PSYC (40); NURS (16),
142,Cohen,Greg,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
143,Cohen,Jordan,The University of British Columbia,58123561900,,MEDI (2),
144,Cohen,David Jay,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
145,Cojocaru,Alice,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
146,Collins,Nelson,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
147,Comeau,Jennifer,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
148,Comeau,Kent,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
149,Comey,Rob,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
150,Cook,Daniel,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
151,Cooper,Michael,The University of British Columbia,56502812400,,PSYC (1); MEDI (1); SOCI (1),
152,Cooper,Barry S.,The University of British Columbia,9336058100,,MEDI (21); PSYC (20); SOCI (9),
153,Corbyn,Bryony R.,The University of British Columbia,56644997400,,MEDI (4); PSYC (1),
154,Correia,Shauna,The University of British Columbia,56611553100,,MEDI (15); BIOC (2),
155,Coupland,Jason,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
156,Cox,Darcy,The University of British Columbia,35474734500,,MEDI (12); PSYC (9); NEUR (1),
157,Coxon,Carol,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
158,Craig,Ann Marie,Djavad Mowafaghian Centre for Brain Health,7201507943,,NEUR (88); BIOC (78); MEDI (26),
159,Crawford,Tanya,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
160,Crawford,Anne,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
161,Crowell,Timothy A.,The University of British Columbia,6603815296,,PSYC (19); NEUR (8); MEDI (8),
162,Culo,Sandi,The University of British Columbia,14621580400,,MEDI (5); PSYC (1); NURS (1),
163,Cunningham,Melissa,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
164,Darabian,Kaveh,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
165,Davis,Lindsay,St. Paul's Hospital,56062721600,,MEDI (1); NEUR (1),
166,de Luca,Marina,University of British Columbia Okanagan,16315583600,,MEDI (6); NURS (3); NEUR (2),
167,de Rappard,Sherry,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
168,Degenhardt,Amanda,The University of British Columbia,56471624300,,NEUR (4); MEDI (3); BIOC (2),
169,Derocher,Christopher,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
170,Derry,Heather,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
171,Dhaese,Marie-José,,,,,no profiles found with query (affil(UBC or University of British Columbia or Hospital or BC or Canada) and subjarea(NEUR or BIOC or MEDI or PSYC or HEAL or IMMU or NURS or PHAR))
172,Dhaliwal,Kuljit,The University of British Columbia,54683690300,,MEDI (1),
173,Dhariwal,Amrit K.,The University of British Columbia,57209706536,0000-0001-5724-5584,MEDI (10); PSYC (9); SOCI (3),
174,Diamond,Adele,"University of British Columbia, Faculty of Medicine",7102727063,0000-0002-1453-6434,PSYC (78); NEUR (39); MEDI (31),
