,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
27,Au,Raymond Wing Cheong,United Christian Hospital Hong Kong,,,MEDI (18); NEUR (5); PSYC (3),
28,Austin,Jehannine C.,"University of British Columbia, Faculty of Medicine",7402093250,0000-0003-0338-7055,MEDI (264); BIOC (47); NEUR (37),
29,Awe,Ayodeji,,,,,no authors found with current query
30,Aydin,Cristina M.,The University of British Columbia,15130612300,,MEDI (4); BIOC (1),
31,Azarbar,Ataa,The University of British Columbia,57193737040,,MEDI (2); PSYC (1); NEUR (1),
32,Azim,Hassan F.A.,The University of British Columbia,6701805069,,MEDI (35); PSYC (25); SOCI (2),
33,Baer,Susan,The University of British Columbia,7005865403,,PHYS (23); MEDI (15); CHEM (12),
34,Bailey,Anthony J.,"University of British Columbia, Faculty of Medicine",7402596134,,MEDI (129); NEUR (62); PSYC (53),
35,Bains,Ramnique,,,,,no authors found with current query
36,Balakrishnan,Pradeep,St George Hospital,,,MEDI (1),
37,Ballance,Dina,,,,,no authors found with current query
38,Banno,Brian,British Columbia Cancer Agency,25227722500,,BIOC (2); PHAR (2); AGRI (1),
39,Barale,Anthony,,,,,no authors found with current query
40,Bardell,Andrea L.,University of Ottawa,,,MEDI (8); NEUR (1); NURS (1),
41,Barley,Jennifer,,,,,no authors found with current query
42,Bates,Alan Thomas,"University of British Columbia, Faculty of Medicine",7102492953,,MEDI (51); NEUR (21); PSYC (18),
43,Batke,Adrienne,,,,,no authors found with current query
44,Bayat,Negar,,,,,no authors found with current query
45,Beasley,Clare Louise,The University of British Columbia,7102979717,0000-0001-5919-7838,MEDI (52); NEUR (49); BIOC (18),
46,Beauchemin,Lyne,,,,,no authors found with current query
47,Beaumont,Charl,,,,,no authors found with current query
48,Bell,Rachel E.,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,,,MEDI (169); BIOC (14); NEUR (4),"first of multiple profiles found, criteria not met"
49,Benning,Tony B.,"University of British Columbia, Faculty of Medicine",57212434003,,MEDI (22); PSYC (8); SOCI (5),
50,Bergen,Dorothea,,,,,no authors found with current query
51,Bhalla,Rishi K.,Vancouver General Hospital,8743293100,,MEDI (27); PSYC (6); NEUR (6),
52,Bhasin,Mani,Newcastle General Hospital,,,MEDI (2),
53,Bhatia,Niti,,,,,no authors found with current query
54,Bilsker,Dan,"University of British Columbia, Faculty of Medicine",57203574310,,MEDI (28); PSYC (3); NURS (2),
55,Biradar,Apparao,,,,,no authors found with current query
56,Birkholz,Kristina,,,,,no authors found with current query
57,Birlik,Muzumel,,,,,no authors found with current query
58,Birmingham,Carl Laird,The University of British Columbia,7005293592,0000-0003-4331-2664,MEDI (205); PSYC (77); AGRI (29),
59,Johnson-Bishop,Lindsay,Baylor College of Medicine,,,MEDI (4); NURS (1),
60,Black,Tyler R.,"University of British Columbia, Faculty of Medicine",56603764900,,MEDI (24); PSYC (1); MULT (1),
61,Blackburn,Paul,The University of British Columbia,57193806244,,MEDI (3),
62,Blair,J. Lindsay,St. Catherine's Hospital,,,MEDI (8),"first of multiple profiles found, criteria not met"
63,Blank,Myles K.,BC Children's and Women's Hospital,,,PSYC (2); MEDI (2),
64,Blashko,Christopher,,,,,no authors found with current query
65,Blignaut,Johann,,,,,no authors found with current query
66,Bodnarchuk,Mark,Service correctionnel du Canada,,,MEDI (3); PSYC (3); SOCI (2),
67,Bond,David J.,The University of British Columbia,14055349400,0000-0002-8713-7311,MEDI (149); NEUR (45); PSYC (27),
68,Bondar,Jay,Rotman Research Institute,,,PSYC (1),
69,Booth,Christopher M.,Queen’s University,,,MEDI (703); BIOC (119); NURS (15),"first of multiple profiles found, criteria not met"
70,Borowska,Anna,,,,,no authors found with current query
71,Bosc,Anastasia,,,,,no authors found with current query
72,Bosley,Laurence,,,,,no authors found with current query
73,Bossé-Chartier,Gabrielle,"University of British Columbia, Faculty of Medicine",57221873401,,MEDI (8); PSYC (2); ARTS (1),
74,Boston,Daniel W.,Kornberg School of Dentistry,,,DENT (27); MEDI (7); ENGI (1),
75,Bota,Melissa,,,,,no authors found with current query
76,Boudreau,Ainsley M.,BC​ Children​'​​s Hospital,35387416500,,MEDI (5); PSYC (5),
77,Bouffard,Rachelle,McGill University,,,MEDI (5); PSYC (4); NEUR (1),
78,Boulding,Rachel,,,,,no authors found with current query
79,Bourque,Marie Claire,,,,,no authors found with current query
80,Bow,Simon,,,,,no authors found with current query
81,Bozorg,Shaghayegh,,,,,no authors found with current query
82,Breitman,Deanne,,,,,no authors found with current query
83,Brennan,Naomi,,,,,no authors found with current query
84,Brink,Justinus,,,,,no authors found with current query
85,Broadway,Lauren,,,,,no authors found with current query
86,Bronkhorst,Aletta,The University of British Columbia,56270019700,,MEDI (4),
87,Brost,Philip,,,,,no authors found with current query
88,Broster,Brett S.,The University of British Columbia,6603832176,,NEUR (5); PSYC (3),
89,Brown,Craig E.,The University of British Columbia,7408311558,,NEUR (28); MEDI (27); BIOC (14),
90,Brown,Jessica A.,University of Notre Dame,,,BIOC (49); MEDI (7); IMMU (5),"first of multiple profiles found, criteria not met"
91,Burkey,Matthew D.,Johns Hopkins Bloomberg School of Public Health,,,MEDI (41); SOCI (4); PSYC (4),
92,Burns,Kyle D.,The University of British Columbia,55392034400,,PHAR (1); MEDI (1),
93,Burns,Amy M.N.,The University of British Columbia,56221914700,,MEDI (10); NEUR (4); NURS (1),
94,Burrell,Erin,"University of British Columbia, Faculty of Medicine",57201586576,,MEDI (9); ENVI (2); NURS (2),
95,Burton,Hannah,"University of British Columbia, Faculty of Medicine",57241027600,,MEDI (2),
96,Butterfield,Michael,"University of British Columbia, Faculty of Medicine",57201589127,,MEDI (10); BIOC (2); NEUR (2),
97,Calhoun,Laura,,,,,no authors found with current query
98,Cameron,Kristjana,"University of British Columbia, Faculty of Medicine",55644251500,,MEDI (2); PSYC (1); NURS (1),
99,Campbell,Diane Paula,,,,,no authors found with current query
100,Campbell,Helen,The University of British Columbia,57196812991,,MEDI (5),
101,Carey,Paul R.,Case Western Reserve University,,,BIOC (311); CHEM (152); CENG (50),"first of multiple profiles found, criteria not met"
102,Carlson,Marie,"GF Strong Rehabilitation Centre, British Columbia",57193092175,,MEDI (3); HEAL (1),
103,Carrion,Prescilla B.,"University of British Columbia, Faculty of Medicine",55760664000,,MEDI (23); BIOC (4); PSYC (3),
104,Carter,Arthur,,,,,no authors found with current query
105,Caruncho,Hector,,,,,no authors found with current query
106,Casagrande,Magdalena,,,,,no authors found with current query
107,Casey,Janel,,,,,no authors found with current query
108,Catchpole,Rosalind E.H.,The University of British Columbia,57210221841,,PSYC (6); MEDI (6); SOCI (1),
109,Catton,Kristen,,,,,no authors found with current query
110,Ceresney,Maureen,,,,,no authors found with current query
111,Chachamovich,Eduardo,School of Medicine,,,MEDI (76); PSYC (16); SOCI (7),"first of multiple profiles found, criteria not met"
112,Chakrabarty,Trisha,"University of British Columbia, Faculty of Medicine",56521302100,,MEDI (82); NEUR (15); PSYC (7),
113,Chakraborty,Tapash Apu,"University of British Columbia, Faculty of Medicine",57751102400,,MEDI (1); MULT (1),
114,Champagne,Marilyn,,,,,no authors found with current query
115,Chan,Charlena,Camosun College,,,MEDI (3),
116,Chan,Salina B.,UCSF Helen Diller Family Comprehensive Cancer Center,,,MEDI (25); BIOC (13); MULT (1),"first of multiple profiles found, criteria not met"
117,Chan,Ryan M.,The University of British Columbia,57202308391,,MEDI (2),
118,Chapman,Laura,The University of British Columbia,36481002500,,PSYC (2); MEDI (1),
119,Chauhan,Harpreet,"St. Paul's Hospital, Vancouver",57224143174,,MEDI (2),
120,Cheek,Joanna,The University of British Columbia,55651125300,,MEDI (10); PSYC (3); ENGI (1),
121,Chernick,Grant,,,,,no authors found with current query
122,Chete,Edwin,,,,,no authors found with current query
123,Chetty,Unita,,,,,no authors found with current query
124,Cheung,Pierre,,,,,no authors found with current query
125,Cheung,Bennett Sw,"University of British Columbia, Faculty of Medicine",57907977000,,MEDI (1); PSYC (1),
126,Chhabra,Mehtaab,,,,,no authors found with current query
127,Chin,Danielle,,,,,no authors found with current query
128,Chin,James,California Department of Health Services,,,MEDI (56); IMMU (3); DECI (1),"first of multiple profiles found, criteria not met"
129,Cho,Brian,The University of British Columbia,56834980000,,BIOC (5); MEDI (2); PHAR (1),
130,Cho,Caroline,,,,,no authors found with current query
131,Chodkiewicz,Adam,UBC Hospital,53872376600,,MEDI (2),
132,Choong,Wee Kei,,,,,no authors found with current query
133,Chow,Bryan,The University of British Columbia,36914706000,,MEDI (7),
134,Chow,Matthew,Henry Ford Hospital,,,MEDI (2),"first of multiple profiles found, criteria not met"
135,Chowdhury,Sheehan H.,The University of British Columbia,57189730735,,MEDI (3),
136,Claman,Jeffery M.,UBC Hospital,9042835100,,MEDI (6); NEUR (1),
137,Clark,Campbell M.,The University of British Columbia,35480697600,,MEDI (111); NEUR (90); PSYC (64),
138,Clarke,Lorne Andrew,BC Children's Hospital Research Institute,7201975122,0000-0003-0512-7281,MEDI (147); BIOC (125); MATH (5),
139,Clements,Robert L.H.,University of Alberta,,,PHAR (8); NEUR (2); MEDI (2),"first of multiple profiles found, criteria not met"
140,Clift,Robert J.W.,Program Evaluation and Research,,,PSYC (6); MEDI (6); SOCI (3),
141,Coelho,Jennifer S.,"University of British Columbia, Faculty of Medicine",15026048700,0000-0001-9907-8067,MEDI (57); PSYC (40); NURS (16),
142,Cohen,Gregory H.,School of Public Health,,,MEDI (130); PSYC (25); SOCI (13),"first of multiple profiles found, criteria not met"
143,Cohen,Jordan,The University of British Columbia,58123561900,,MEDI (2),
144,Cohen,David Jay,Emory University School of Medicine,,,MEDI (3),
145,Cojocaru,Alice,,,,,no authors found with current query
146,Collins,Nelson,,,,,no authors found with current query
147,Comeau,Jennifer,,,,,no authors found with current query
148,Comeau,Kent,,,,,no authors found with current query
149,Comey,Rob,,,,,no authors found with current query
150,Cook,Daniel J.,Cleveland Clinic Foundation,,,MEDI (174); IMMU (34); BIOC (10),"first of multiple profiles found, criteria not met"
151,Cooper,Michael,The University of British Columbia,56502812400,,PSYC (1); MEDI (1); SOCI (1),
152,Cooper,Barry S.,The University of British Columbia,9336058100,,MEDI (21); PSYC (20); SOCI (9),
153,Corbyn,Bryony R.,The University of British Columbia,56644997400,,MEDI (4); PSYC (1),
154,Correia,Shauna,The University of British Columbia,56611553100,,MEDI (15); BIOC (2),
155,Coupland,Jason,,,,,no authors found with current query
156,Cox,Darcy,The University of British Columbia,35474734500,,MEDI (12); PSYC (9); NEUR (1),
157,Coxon,Carol,,,,,no authors found with current query
158,Craig,Ann Marie,Djavad Mowafaghian Centre for Brain Health,7201507943,,NEUR (88); BIOC (78); MEDI (26),
159,Crawford,Tanya,Munro Centre,,,PSYC (4); MEDI (2),
160,Crawford,Doreen Anne,Crawford-McKenzie,,,MEDI (54); NURS (5),"first of multiple profiles found, criteria not met"
161,Crowell,Timothy A.,The University of British Columbia,6603815296,,PSYC (19); NEUR (8); MEDI (8),
162,Culo,Sandi,The University of British Columbia,14621580400,,MEDI (5); PSYC (1); NURS (1),
163,Cunningham,Melissa S.,University Health Network University of Toronto,,,MEDI (5),"first of multiple profiles found, criteria not met"
164,Darabian,Kaveh,,,,,no authors found with current query
165,Davis,Lindsay,St. Paul's Hospital,56062721600,,MEDI (1); NEUR (1),
166,de Luca,Maria,Azienda Sanitaria Universitaria Giuliano Isontina,,,MEDI (6); EART (2); BIOC (2),"first of multiple profiles found, criteria not met"
167,de Rappard,Sherry,,,,,no authors found with current query
168,Degenhardt,Amanda,The University of British Columbia,56471624300,,NEUR (4); MEDI (3); BIOC (2),
169,Derocher,Christopher,,,,,no authors found with current query
170,Derry,Heather M.,Weill Cornell Medicine,,,MEDI (29); SOCI (8); PSYC (7),
171,Dhaese,Marie-José,,,,,no authors found with current query
172,Dhaliwal,Kuljit,The University of British Columbia,54683690300,,MEDI (1),
173,Dhariwal,Amrit K.,The University of British Columbia,57209706536,0000-0001-5724-5584,MEDI (10); PSYC (9); SOCI (3),
174,Diamond,Adele,"University of British Columbia, Faculty of Medicine",7102727063,0000-0002-1453-6434,PSYC (78); NEUR (39); MEDI (31),
175,Dimov,Marius,,,,,no authors found with current query
176,Doan Ngoc Chi,Nam,Ulsan University,,,COMP (2); ENGI (2),
177,Docherty,Claire,"University of British Columbia, Faculty of Medicine",57720890400,,MEDI (1),
178,Dodd,Lindsay,,,,,no authors found with current query
179,Dodge,Liam,,,,,no authors found with current query
180,Donahue,Birgitta,,,,,no authors found with current query
181,Donaldson,Heather,,,,,no authors found with current query
182,Dosanjh,Robbie,,,,,no authors found with current query
183,Douziech,Jeffery R.,BC​ Children​'​​s Hospital,37025894100,,MEDI (4),
184,Douziech,Ingrid,,,,,no authors found with current query
185,Dowey,Michael,,,,,no authors found with current query
186,D&amp;apos;Oyley,Heather M.,Vancouver General Hospital,6508016739,,NEUR (2); PHAR (2); MEDI (1),
187,Drabkin,Rodney,,,,,no authors found with current query
188,Drance,Elisabeth,The University of British Columbia,14424084600,,SOCI (6); MEDI (4); ARTS (3),
189,Driscoll,Miriam,The University of British Columbia,56611493100,,MEDI (19); PSYC (4); BIOC (3),
190,Drouillard,Natalie,The University of British Columbia,55605236300,,MEDI (1),
191,Dua,Vikram,British Columbia Autism Assessment Network,24733684600,,MEDI (7); PSYC (1),
192,Duncalf,Cliff,,,,,no authors found with current query
193,Duncan,Donald D.,Portland State University,,,PHYS (102); ENGI (78); MATE (72),"first of multiple profiles found, criteria not met"
194,Dunn,Patrice M.,The University of British Columbia,7401710339,,MEDI (1),
195,Duru,Doris,,,,,no authors found with current query
196,Ebenstiner,Janice,,,,,no authors found with current query
197,Edalati,Kourosh,BC Children's Hospital Research Institute,35169140500,,MEDI (2),
198,Edirmanasinghe,Dimitri,,,,,no authors found with current query
199,Edwards,Katherine R.,The University of British Columbia,7402956237,,MEDI (7); NEUR (5); PHAR (4),
200,Eksteen,Hendri-Charl,,,,,no authors found with current query
201,Elahi,Fawad,"UL Hospitals, Ireland",,,MEDI (2); PSYC (1),
202,Elefante,Raymond Julius Obena,,,,,no authors found with current query
203,Elfers,Theo,,,,,no authors found with current query
204,Elliott,Katherine P.,The University of British Columbia,56124508300,,PSYC (5); MEDI (4); ARTS (1),
205,Emes,Craig,,,,,no authors found with current query
206,Erickson,Dave,,,,,no authors found with current query
207,Esau,Steven,,,,,no authors found with current query
208,Eslami,Ali,BC​ Children​'​​s Hospital,57196115091,,MEDI (12); MATH (1); COMP (1),
209,Esmaili,Haydeh,,,,,no authors found with current query
210,Eswar,Shruthi,,,,,no authors found with current query
211,Evans,Anush,"University of British Columbia, Faculty of Medicine",58465847500,,MEDI (3),
212,Fabian,James E.,University of Alberta Hospital,,,MEDI (2); NEUR (2); PHAR (1),"first of multiple profiles found, criteria not met"
213,Fabriel-Leclerc,Christin,,,,,no authors found with current query
214,Fadeyi,Oludare,,,,,no authors found with current query
215,Fahy,Mellisa J.,UBC Hospital,7007123330,,MEDI (6); BIOC (2),
216,Fantus,Claire,,,,,no authors found with current query
217,Faraz,Muniba,,,,,no authors found with current query
218,Fedoroff,Ingrid C.,"University of British Columbia, Faculty of Medicine",6603312534,,MEDI (18); PSYC (10); NEUR (8),
219,Fennemore,Marie,"St. Paul's Hospital, Vancouver",57195972769,,MEDI (3); PSYC (2); ARTS (1),
220,Ferguson,Gisele,,,,,no authors found with current query
221,Fernando,Nadeesha,The University of British Columbia,9242836600,,MEDI (1),
222,Fibiger,Hans Christian,The University of British Columbia,35478938200,,NEUR (534); PHAR (273); BIOC (258),
223,Finch,Sue J.,University of Melbourne,,,MEDI (90); PSYC (27); SOCI (12),
224,Fine,Stuart H.,The University of British Columbia,7102143837,,MEDI (54); PSYC (36); NEUR (4),
225,Flannigan,Stacy,,,,,no authors found with current query
226,Fleming-Dutra,Katherine E.,National Center for Immunization and Respiratory Diseases,,,MEDI (259); HEAL (17); SOCI (17),"first of multiple profiles found, criteria not met"
227,Flynn,Sean W.,The University of British Columbia,7007046066,,MEDI (31); NEUR (21); PSYC (10),
228,Forbes,Ian,Vancouver General Hospital,23059901400,,NEUR (3); PSYC (1); MEDI (1),
229,Fox,Joel,The University of British Columbia,57198663486,,MEDI (3); BIOC (1),
230,Frangou,Sophia,"University of British Columbia, Faculty of Medicine",7004549374,,MEDI (411); NEUR (222); PSYC (69),
231,Frankland,Allan,,,,,no authors found with current query
232,Fredrikson,Diane Helen,,,,,no authors found with current query
233,Freedman,Glen,The University of British Columbia,15044222600,,PSYC (2),
234,Freer,Janya,"Dalhousie University, Faculty of Medicine",,,MEDI (3); NURS (1),
235,French,Kelly,,,,,no authors found with current query
236,Frew,Patricia,,,,,no authors found with current query
237,Frie,Roger,Simon Fraser University,,,PSYC (74); MEDI (32); ARTS (9),
238,Friesen,Wesley Howard,,,,,no authors found with current query
239,Frizen,Oxana,,,,,no authors found with current query
240,Froese,Colleen L.,The University of British Columbia,6602314982,,CHEM (3); MEDI (3); MATE (2),
241,Frolic,Natasha,,,,,no authors found with current query
242,Fulton,Heather,,,,,no authors found with current query
243,Fung,Kathryn,The University of British Columbia,57211860093,,MEDI (2); SOCI (2),
244,Fung,Jonathan,The University of British Columbia,7203073310,,MEDI (3); PSYC (2); AGRI (1),
245,Furigay,Yvetta,,,,,no authors found with current query
246,Furlong,Allan,,,,,no authors found with current query
247,Galloway,Ashley,VA Medical Center,,,MEDI (22); NURS (1),
248,Gambetti,Andrea,IRCCS Istituto Auxologico Italiano,,,MEDI (14); NURS (3),
249,Gamble,Allison,The University of British Columbia,57192556775,,SOCI (1); MEDI (1),
250,Gambouras,Adam,,,,,no authors found with current query
251,Gandham,Natasha,,,,,no authors found with current query
252,Gandhi,Priya,Sir Ganga Ram Hospital,,,MEDI (2),
253,Gannon,Shivaun Rose,,,,,no authors found with current query
254,Gansner,Melissa,,,,,no authors found with current query
255,Garbett,Sally,,,,,no authors found with current query
256,Geisler,Robert L.,Geisler Enterprises,,,ENGI (12); EART (2); ENER (1),"first of multiple profiles found, criteria not met"
257,Geizer,Marie,,,,,no authors found with current query
258,Geller,Josie,The University of British Columbia,36004382200,,MEDI (96); PSYC (65); NURS (17),
259,Genge,Margot,,,,,no authors found with current query
260,Gibson,Peter G.,"The University of Newcastle, Australia",,,MEDI (1211); IMMU (119); BIOC (79),"first of multiple profiles found, criteria not met"
261,Gicas,Kristina M.,York University,,,MEDI (67); NEUR (19); PSYC (19),
262,Gilks,Thea,The University of British Columbia,57201668645,,PHAR (1); MEDI (1); ENVI (1),
263,Gill,Jitender,,,,,no authors found with current query
264,Gill,Nadia,,,,,no authors found with current query
265,Gill,Sharleen,,,,,no authors found with current query
266,Gillespie,Ian A.,"University of British Columbia, Faculty of Medicine",36544823500,,MEDI (5); HEAL (1),
267,Gillis,Randall L.,University of Waterloo,,,PSYC (10); SOCI (4); ARTS (2),
268,Goresky,Walter,Stony Brook University,,,SOCI (2); MEDI (1),
269,Gourdeau,Julie,,,,,no authors found with current query
270,Grech,Theresa,,,,,no authors found with current query
271,Greenaway,Masa'il,BC Children's Hospital,35169418800,,MEDI (2),
272,Gregoryanz,Tatiana,,,,,no authors found with current query
273,Gregson,Alison,,,,,no authors found with current query
274,Grewal,Seena,Hospital for Sick Children University of Toronto,,,MEDI (17); PSYC (3); NURS (3),
275,Grewal,Gurinder S.,"St. Joseph's Medical Center, Stockton",,,MEDI (5); BIOC (1); NURS (1),"first of multiple profiles found, criteria not met"
276,Griffiths,Brenda Lee,,,,,no authors found with current query
277,Grimminck,Rachel,,,,,no authors found with current query
278,Grishin,Nataliya,,,,,no authors found with current query
279,Guan,Xinyuan Brian,The University of Hong Kong Li Ka Shing Faculty of Medicine,,,MEDI (650); BIOC (460); NEUR (72),
280,Gubanov,Alexander,Tampere University,,,MATE (4); PHYS (4); ENGI (2),
281,Gutteridge,Ursula,,,,,no authors found with current query
282,Ha,Kyooseob,Seoul National University College of Medicine,,,MEDI (166); NEUR (64); PSYC (32),"first of multiple profiles found, criteria not met"
283,Habibi,Mehrdad,,,,,no authors found with current query
284,Haddon,Craig,,,,,no authors found with current query
285,Hadjipavlou,George Alexander,,,,,no authors found with current query
286,Halischuk,Grant,,,,,no authors found with current query
287,Hallam,Elisabeth,,,,,no authors found with current query
288,Halli,Priyanka S.,"University of British Columbia, Faculty of Medicine",26429281700,,MEDI (20); PSYC (3); MULT (1),
289,Hameer,Faiza,,,,,no authors found with current query
290,Hanon,Neil,,,,,no authors found with current query
291,Haque,Zia-Ui,,,,,no authors found with current query
292,Haque,Farhan,,,,,no authors found with current query
293,Haring,Michelle,The University of British Columbia,7006162504,,SOCI (4); PSYC (2),
294,Harrison,Richard L.,The University of British Columbia,7403907599,,PSYC (4); MEDI (3); BUSI (1),
295,Harvey,Layne Joseph,,,,,no authors found with current query
296,Harvey,Caroline M.,Nottingham University Hospitals NHS Trust,,,MEDI (7); IMMU (1),"first of multiple profiles found, criteria not met"
297,Hassan,Islam,The University of British Columbia,55539363500,,MEDI (20); NEUR (6),
298,Hathaway,Lorraine,,,,,no authors found with current query
299,Heaven,Roberta K.B.,McMaster University,,,MEDI (8); NEUR (4); SOCI (2),
300,Heilbrunn,David,,,,,no authors found with current query
301,Heng,Kenneth Wei Jian,Tan Tock Seng Hospital,,,MEDI (29); NURS (4); IMMU (1),"first of multiple profiles found, criteria not met"
302,Henriques,Emilia,,,,,no authors found with current query
303,Hewapathirane,Daminda,,,,,no authors found with current query
304,Hinkle,Molli,,,,,no authors found with current query
305,Ho,Charles,"University of British Columbia, Faculty of Medicine",57215122810,,MEDI (1); SOCI (1),
306,Hodelet,Nicola,Ailsa Hospital,,,MEDI (6); SOCI (1),
307,Hoffman,Joanne M.,University of Nebraska Omaha,,,BIOC (10); PHAR (4); MEDI (3),
308,Holdsworth,Rosalynd,,,,,no authors found with current query
309,Holland Biggs,Karen,,,,,no authors found with current query
310,Honer,William G.,"University of British Columbia, Faculty of Medicine",7004460814,0000-0002-7628-5108,MEDI (664); NEUR (364); PSYC (113),
311,Hong,Kyung Sue,The University of British Columbia,26655604800,0000-0002-1250-6151,MEDI (111); NEUR (44); PSYC (17),
312,Hope,Kim,,,,,no authors found with current query
313,Hosenbocus,Sheik N.,Royal Inland Hospital,,,MEDI (13),
314,Howard,Andrew K.,"University of British Columbia, Faculty of Medicine",34770101000,,MEDI (29); NEUR (8); PSYC (5),
315,Howell-Jones,Gail,The University of British Columbia,6507383072,,PSYC (1),
316,Howson,Anne L.,Vancouver General Hospital,36871808100,,NEUR (1); MEDI (1),
317,Hui,Jacqueline C.W.,,,,,no authors found with current query
318,Hurst-Martin,Victoria,,,,,no authors found with current query
319,Hussain,Ijaz H.M.I.,King Edward Medical University Lahore,,,MEDI (194); MULT (6); AGRI (3),"first of multiple profiles found, criteria not met"
320,Hutnyk,David,,,,,no authors found with current query
321,Ignaszewski,Martha J.,Vancouver General Hospital,53865053900,,MEDI (20); PSYC (2); PHAR (2),
322,Ilcewicz-Klimek,Magdalena I.,Vancouver General Hospital,54966762100,,MEDI (7); NEUR (1),
323,Illing,Martin,The University of British Columbia,26040773700,,MEDI (1),
324,Inglis,Angela J.,"University of British Columbia, Faculty of Medicine",54684116800,,MEDI (39); BIOC (9); MULT (1),
325,Iro,Chinedu J.,Drug Treatment Centre Board,,,MEDI (5); ARTS (2); PSYC (2),
326,Irwin,David A.J.,,,,,no authors found with current query
327,Ishkanian,Ryan,,,,,no authors found with current query
328,Iskander,Sam,Western University,,,NEUR (5); MEDI (5); PHAR (1),
329,Iverson,Grant L.,Spaulding Rehabilitation Hospital Network,,,MEDI (729); PSYC (310); NEUR (139),
330,Jabbar,Faraz,University of Northern British Columbia,,,MEDI (18); PSYC (8); ARTS (6),
331,Jabbar,Faiza,University Hospital Galway,,,MEDI (14); NURS (3); PSYC (3),"first of multiple profiles found, criteria not met"
332,Jagdeo,Arun,The University of British Columbia,57199353619,,MEDI (1),
333,Jakovljevic,Ivana,,,,,no authors found with current query
334,Jang,Kerry L.,"University of British Columbia, Faculty of Medicine",7201796278,,MEDI (210); PSYC (98); NEUR (29),
335,Jani,Aarti,University of Illinois Hospital &amp; Health Sciences System,,,MEDI (4),
336,Janke,Paul,,,,,no authors found with current query
337,Jee,Pamela,,,,,no authors found with current query
338,Jenkins,Toyin,,,,,no authors found with current query
339,Jewett,Ashley,,,,,no authors found with current query
340,Jia,Lingsa,"University of British Columbia, Faculty of Medicine",57214891367,,MEDI (5),
341,Jitlina,Ekaterina,,,,,no authors found with current query
342,Jiwa,Abdulkarim,,,,,no authors found with current query
343,Jokic,Iva,,,,,no authors found with current query
344,Jones,Carolyn J.P.,School of Medical Sciences,,,MEDI (361); BIOC (230); AGRI (24),"first of multiple profiles found, criteria not met"
345,Joshi,Hemlata,,,,,no authors found with current query
346,Jukes,Tara,BC​ Children​'​​s Hospital,57908816200,,PSYC (1); BIOC (1); MEDI (1),
347,Junaid,Sara,,,,,no authors found with current query
348,Kaicker,Navin,,,,,no authors found with current query
349,Kalenchuk,Anna Lynn,,,,,no authors found with current query
350,Kanagarajan,Padmavathy,,,,,no authors found with current query
351,Kandasamysomasundaram,Parthasarathy,,,,,no authors found with current query
352,Kane,Barbara,Beth Israel Deaconess Medical Center,,,NURS (2),
353,Kang,Gurmit,,,,,no authors found with current query
354,Kang,Nirmal,"Riverview Hospital, Coquitlam",,,MEDI (10); NURS (1); BIOC (1),"first of multiple profiles found, criteria not met"
355,Kang,Arvind,"Riverview Hospital, Coquitlam",,,MEDI (1); BIOC (1); NURS (1),
356,Karakoc,Anastasia,,,,,no authors found with current query
357,Karapareddy,Venugopal,,,,,no authors found with current query
