,title,eid,publication year,last name,first name,member id,irp,2018,2019,2020,2021,2022,2023
11,"Optineurin deletion disrupts metabotropic glutamate receptor 5-mediated regulation of ERK1/2, GSK3β/ZBTB16, mTOR/ULK1 signaling in autophagy",2-s2.0-85100384698,2021,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,0,0,3,6,3
12,The pleiotropic effects of antithrombotic drugs in the metabolic-cardiovascular-neurodegenerative disease continuum: Impact beyond reduced clotting,2-s2.0-85105564385,2021,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,0,0,1,4,1
13,Aβ oligomers induce pathophysiological mGluR5 signaling in Alzheimer's disease model mice in a sex-selective manner,2-s2.0-85098131416,2020,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,0,0,9,15,7
14,Targeting vesicular glutamate transporter machinery: Implications on metabotropic glutamate receptor 5 signaling and behavior,2-s2.0-85090179072,2020,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,0,0,6,3,4
15,MGluR5 regulates REST/NRSF signaling through N-cadherin/β-catenin complex in Huntington's disease,2-s2.0-85090178131,2020,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,0,0,3,6,2
16,MGluR5 Contribution to Neuropathology in Alzheimer Mice Is Disease Stage-Dependent,2-s2.0-85088850670,2020,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,0,6,5,9,4
17,mGluR5 Allosteric Modulation Promotes Neurorecovery in a 6-OHDA-Toxicant Model of Parkinson’s Disease,2-s2.0-85075346550,2020,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,0,3,4,5,4
18,Amelioration of perivascular adipose inflammation reverses vascular dysfunction in a model of nonobese prediabetic metabolic challenge: potential role of antidiabetic drugs,2-s2.0-85070517518,2019,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,1,7,7,8,1
19,Structural determinants governing β-arrestin2 interaction with PDZ proteins and recruitment to CRFR1,2-s2.0-85069845225,2019,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,0,3,3,1,3
20,Podocyte NADPH Oxidase 5 Promotes Renal Inflammation Regulated by the Toll-Like Receptor Pathway,2-s2.0-85063075055,2019,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,3,7,5,2,3
21,Modulation of mTOR and CREB pathways following mGluR5 blockade contribute to improved Huntington's pathology in zQ175 mice,2-s2.0-85064132864,2019,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,2,15,7,10,7
22,GRK2 knockdown in mice exacerbates kidney injury and alters renal mechanisms of blood pressure regulation,2-s2.0-85050820157,2018,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,2,0,1,5,0
23,Autophagy is increased following either pharmacological or genetic silencing of mGluR5 signaling in Alzheimer's disease mouse models,2-s2.0-85045196406,2018,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,6,5,7,8,4
24,mGluR5 antagonism increases autophagy and prevents disease progression in the zQ175 mouse model of Huntington’s disease,2-s2.0-85039172923,2017,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,5,5,12,10,10,7
25,ROK and arteriolar myogenic tone generation: Molecular evidence in health and disease,2-s2.0-85014735935,2017,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,0,3,2,3,5,1
26,Abnormal myosin phosphatase targeting subunit 1 phosphorylation and actin polymerization contribute to impaired myogenic regulation of cerebral arterial diameter in the type 2 diabetic Goto-Kakizaki rat,2-s2.0-85006511789,2017,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,3,3,3,1,2,1
27,Vascular Smooth Muscle-Specific EP4 Receptor Deletion in Mice Exacerbates Angiotensin II-Induced Renal Injury,2-s2.0-84991712767,2016,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,1,1,2,0,4,0
28,PKC-mediated cerebral vasoconstriction: Role of myosin light chain phosphorylation versus actin cytoskeleton reorganization,2-s2.0-84929705321,2015,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,7,3,5,2,0,2
29,Abnormal Rho-associated kinase activity contributes to the dysfunctional myogenic response of cerebral arteries in type 2 diabetes,2-s2.0-84924130733,2015,Abd-Elrahman,Khaled,36653563400,Learning Memory & Dementias,1,2,1,2,2,0
30,Adult expression of Semaphorins and Plexins is essential for motor neuron survival,2-s2.0-85152266156,2023,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,0,0,0,0,0
31,Dichotomous cis-regulatory motifs mediate the maturation of the neuromuscular junction by retrograde BMP signaling,2-s2.0-85139375385,2022,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,0,0,0,0,0
32,"The Hinge Region of the Israeli Acute Paralysis Virus Internal Ribosome Entry Site Directs Ribosomal Positioning, Translational Activity, and Virus Infection",2-s2.0-85126148554,2022,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,0,0,0,1,1
33,A scalable Drosophila assay for clinical interpretation of human PTEN variants in suppression of PI3K/AKT induced cellular proliferation,2-s2.0-85114784524,2021,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,0,0,0,2,2
34,Multi-model functionalization of disease-associated PTEN missense mutations identifies multiple molecular mechanisms underlying protein dysfunction,2-s2.0-85083991959,2020,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,0,2,8,10,3
35,A low affinity cis-regulatory bmp response element restricts target gene activation to subsets of drosophila neurons.,2-s2.0-85095703281,2020,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,0,0,0,2,0
36,Retrograde BMP signaling activates neuronal gene expression through widespread deployment of a conserved BMP-responsive cis-regulatory activation element,2-s2.0-85060597878,2019,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,3,2,1,3,0
37,IRES-dependent ribosome repositioning directs translation of a +1 overlapping ORF that enhances viral infection,2-s2.0-85058922286,2018,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,2,3,4,1,1
38,Segmentally homologous neurons acquire two different terminal neuropeptidergic fates in the Drosophila nervous system,2-s2.0-85045248206,2018,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,0,2,0,4,0
39,Drosophila female-specific Ilp7 motoneurons are generated by fruitless-dependent cell death in males and by a double-assurance survival role for transformer in females,2-s2.0-85040763404,2018,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,1,0,5,1,3
40,HMMR acts in the PLK1-dependent spindle positioning pathway and supports neural development,2-s2.0-85036587539,2017,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,7,2,7,13,5,1
41,The Ih channel gene promotes synaptic transmission and coordinated movement in Drosophila melanogaster,2-s2.0-85014039981,2017,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,1,0,1,1,1,0
42,Disruption of stress granule formation by the multifunctional cricket paralysis virus 1A protein,2-s2.0-85013869617,2017,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,3,7,2,3,5,1
43,Advances in understanding the generation and specification of unique neuronal sub-types from Drosophila neuropeptidergic neurons,2-s2.0-85017040282,2016,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,0,0,0,0,0,0
44,Rescue from tau-induced neuronal dysfunction produces insoluble tau oligomers,2-s2.0-84948399794,2015,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,4,4,1,4,1,4
45,"Transcriptional selectors, masters, and combinatorial codes: Regulatory principles of neural subtype specification",2-s2.0-84938744517,2015,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,4,10,17,8,7,5
46,Gene Regulatory Mechanisms Underlying the Spatial and Temporal Regulation of Target-Dependent Gene Expression in Drosophila Neurons,2-s2.0-84953216453,2015,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,2,1,2,0,2,0
47,The 5' untranslated region of a novel infectious molecular clone of the dicistrovirus cricket paralysis virus modulates infection,2-s2.0-84929620208,2015,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,5,0,4,2,7,2
48,Secretory Carrier Membrane Protein (SCAMP) deficiency influences behavior of adult flies,2-s2.0-85054879949,2014,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,1,1,3,3,3,0
49,Homeotic Function of Drosophila Bithorax-Complex miRNAs Mediates Fertility by Restricting Multiple Hox Genes and TALE Cofactors in the CNS,2-s2.0-84904672975,2014,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,4,1,5,6,3,2
50,Female-biased dimorphism underlies a female-specific role for post-embryonic Ilp7 neurons in Drosophila fertility,2-s2.0-84883251071,2013,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,5,2,2,5,5,1
51,Subtype-specific neuronal remodeling during drosophila metamorphosis,2-s2.0-84876180375,2013,Allan,Douglas,7201584872,Brain Development & Neurodevelopmental Disorders,2,0,3,2,0,1
52,Innexin-Mediated Adhesion between Glia Is Required for Axon Ensheathment in the Peripheral Nervous System,2-s2.0-85151312399,2023,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,0,0,0,0,0,0
53,Overexpressed gliotactin activates bmp signaling through interfering with the tkv–dad association,2-s2.0-85100597383,2021,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,0,0,0,0,1,0
54,Basigin associates with integrin in order to regulate perineurial glia and Drosophila nervous system morphology,2-s2.0-85083788000,2020,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,0,0,0,1,4,3
55,Scribble and Discs Large mediate tricellular junction formation,2-s2.0-85072561561,2019,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,0,0,3,4,3,1
56,Coordination of Septate Junctions Assembly and Completion of Cytokinesis in Proliferative Epithelial Tissues,2-s2.0-85045950718,2018,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,2,3,5,3,5,3
57,C-terminal Src kinase (Csk) regulates the tricellular junction protein Gliotactin independent of Src,2-s2.0-85041005701,2018,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,1,3,2,1,3,1
58,A Drosophila Model of HPV E6-Induced Malignancy Reveals Essential Roles for Magi and the Insulin Receptor,2-s2.0-84984801950,2016,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,2,1,0,4,1,2
59,The Drosophila tricellular junction protein Gliotactin regulates its own mRNA levels through BMP-mediated induction of miR-184,2-s2.0-84964010103,2016,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,2,1,0,1,0,0
60,Magi is associated with the par complex and functions antagonistically with bazooka to regulate the apical polarity complex,2-s2.0-84963732838,2016,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,1,1,1,3,0,0
61,Accumulation of Laminin monomers in Drosophila Glia leads to Glial endoplasmic reticulum stress and disrupted larval locomotion,2-s2.0-84956833340,2016,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,5,4,3,4,3,3
62,Loss of focal adhesions in glia disrupts both glial and photoreceptor axon migration in the Drosophilavisual system,2-s2.0-84904667532,2014,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,3,1,4,4,2,0
63,Gliotactin and discs large are co-regulated to maintain epithelial integrity,2-s2.0-84877907470,2013,Auld,Vanessa,7004622834,Brain Development & Neurodevelopmental Disorders,2,2,0,1,0,0
64,The journey from concealment to disclosure of an obsessive-compulsive disorder diagnosis in the high school setting: A qualitative study exploring youth perspectives,2-s2.0-85165664158,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
65,Exploring Autistic adults’ perspectives on genetic testing for autism,2-s2.0-85163799375,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,1
66,"Child and adolescent psychiatrists’ use, attitudes, and understanding of genetic testing and pharmacogenetics in clinical practice",2-s2.0-85158872458,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
67,"The impact of receiving polygenic risk scores for alcohol use disorder on psychological distress, risk perception, and intentions to reduce drinking",2-s2.0-85149406763,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,1
68,Clinical genetic counseling and translation considerations for polygenic scores in personalized risk assessments: A Practice Resource from the National Society of Genetic Counselors,2-s2.0-85146083826,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
69,Both sides now: Changing a long-standing pedigree tradition of men on the left and women on the right,2-s2.0-85144146495,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
70,Pharmacogenomic Testing for Major Depression: A Qualitative Study of the Perceptions of People with Lived Experience and Professional Stakeholders,2-s2.0-85143210306,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,3
71,Evaluation of out-of-pocket pay genetic testing in a publicly funded healthcare system,2-s2.0-85145751835,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
72,Healthcare decision makers' perspectives on the creation of new genetic counselor positions in North America: Exploring the case for psychiatric genetic counseling,2-s2.0-85144022950,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,1
73,Psychiatric genetic counseling: A survey of Australian genetic counselors' practice and attitudes,2-s2.0-85144019969,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
74,Considerations for the use of qualitative methodologies in genetic counseling research,2-s2.0-85140252179,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,4
75,A qualitative study exploring the consumer experience of receiving self-initiated polygenic risk scores from a third-party website,2-s2.0-85139203605,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,1
76,Integrating Theory with Education about Genetic Risk for Alcohol Use Disorder: The Effects of a Brief Online Educational Tool on Elements of the Health Belief Model,2-s2.0-85163880733,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
77,Evaluating treatment outcomes in pharmacogenomic-guided care for major depression: A rapid review and meta-analysis,2-s2.0-85147875845,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,1
78,Research priorities in psychiatric genetic counselling: how to talk to children and adolescents about genetics and psychiatric disorders,2-s2.0-85144526088,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
79,Using Rasch measurement theory to explore the fitness for purpose of the genetic counseling outcome scale: a tale of two scales,2-s2.0-85142273608,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
80,"Relationships Between Maternal Perinatal Mood, Sex of Infant, and Disappointment with Sex of Infant in a North American Sample",2-s2.0-85145716829,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
81,The experiences of adolescent siblings of children with rare genetic conditions: “It's made me who I am”,2-s2.0-85138282295,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,1
82,Examining the effect of patient personality types and coping styles on outcomes of genetic counseling,2-s2.0-85135147933,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,1
83,"A novel online genomic counseling and variant interpretation certificate: Learning design, learning analytics, and evaluation",2-s2.0-85164561012,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
84,How do experts in psychiatric genetics view the clinical utility of polygenic risk scores for schizophrenia?,2-s2.0-85158871020,2023,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
85,Barriers to genetic testing in clinical psychiatry and ways to overcome them: from clinicians’ attitudes to sociocultural differences between patients across the globe,2-s2.0-85139714752,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,2
86,Practice resource-focused revision: Standardized pedigree nomenclature update centered on sex and gender inclusivity: A practice resource of the National Society of Genetic Counselors,2-s2.0-85138060246,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,12
87,Evaluating the impact of a new educational tool on understanding of polygenic risk scores for alcohol use disorder,2-s2.0-85143318375,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,2
88,Psychiatric genetic counseling for people with copy number variants associated with psychiatric conditions,2-s2.0-85137532569,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,3
89,Concerns about the use of polygenic embryo screening for psychiatric and cognitive traits,2-s2.0-85138017104,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,5
90,"Psychiatric polygenic risk scores: Child and adolescent psychiatrists' knowledge, attitudes, and experiences",2-s2.0-85133414189,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,2
91,Outcomes of psychiatric genetic counseling in relation to time since diagnosis and symptom onset,2-s2.0-85128980507,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,2,0
92,An internship in psychiatric genetic counseling: Impact on genetic counseling graduates' practice and career choices,2-s2.0-85128304366,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,2
93,The stepwise process of integrating a genetic counsellor into primary care,2-s2.0-85133919950,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,5,2
94,Polygenic embryo screening: Four clinical considerations warrant further attention,2-s2.0-85133819389,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,1,4
95,"Correction to: The stepwise process of integrating a genetic counsellor into primary care (European Journal of Human Genetics, (2022), 30, 7, (772-781), 10.1038/s41431-022-01040-x)",2-s2.0-85133776304,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
96,An ethical analysis of divergent clinical approaches to the application of genetic testing for autism and schizophrenia,2-s2.0-85113754815,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,3,4
97,The impact of a “Psychiatric Genetics for Genetic Counselors” workshop on genetic counselor attendees: An exploratory study,2-s2.0-85124818055,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,1,2
98,"A cross-sectional study of the relationship between CYP2D6 and CYP2C19 variations and depression symptoms, for women taking SSRIs during pregnancy",2-s2.0-85109343983,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
99,A tool for translating polygenic scores onto the absolute scale using summary statistics,2-s2.0-85122270341,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,7,3
100,"Experiences with Genetic Counseling, Testing, and Diagnosis among Adolescents with a Genetic Condition: A Scoping Review",2-s2.0-85119968774,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,2
101,"Parents’ perspectives, experiences, and need for support when communicating with their children about the psychiatric manifestations of 22q11.2 deletion syndrome (22q11DS)",2-s2.0-85119040837,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,1,3
102,Contributors to and consequences of burnout among clinical genetic counselors in the United States,2-s2.0-85111375843,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,2,4
103,Reflections of parents of children with 22q11.2 Deletion Syndrome on the experience of receiving psychiatric genetic counseling: ‘Awareness to Act’,2-s2.0-85109113826,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,2,4
104,"Why do people seek out polygenic risk scores for complex disorders, and how do they understand and react to results?",2-s2.0-85110709413,2022,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,5,8
105,Out-of-pocket and private pay in clinical genetic testing: A scoping review,2-s2.0-85115760152,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,2,4,10
106,Far and wide: Exploring provider utilization of remote service provision for genome-wide sequencing in Canada,2-s2.0-85115223347,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
107,Genetic counseling research and COVID-19: A lesson in resiliency,2-s2.0-85114738893,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
108,Genetic counselling for the prevention of mental health consequences of cannabis use: A randomized controlled trial-within-cohort,2-s2.0-85096708795,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,1,0
109,Child and Adolescent Psychiatrists’ Perceptions of Utility and Self-rated Knowledge of Genetic Testing Predict Usage for Autism Spectrum Disorder,2-s2.0-85103962124,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,1,4,4
110,Rapid genome-wide sequencing in a neonatal intensive care unit: A retrospective qualitative exploration of parental experiences,2-s2.0-85103888269,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,1,9,3
111,Teenagers and Precision Psychiatry: A Window of Opportunity,2-s2.0-85100290313,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,1,1,2
112,Psychiatric genetic counseling for serious mental illness: Impact on psychopathology and psychotropic medication adherence,2-s2.0-85099191536,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,1,1,0
113,Could Polygenic Risk Scores Be Useful in Psychiatry?: A Review,2-s2.0-85094198818,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,1,21,49,37
114,From Basic Science to Clinical Application of Polygenic Risk Scores: A Primer,2-s2.0-85094187274,2021,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,29,56,41
115,"A prospective study to explore the relationship between MTHFR C677T genotype, physiological folate levels, and postpartum psychopathology in at-risk women",2-s2.0-85098324343,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,3,1
116,Advancing the genetic counseling profession through research: Identification of priorities by the National Society of Genetic Counselors research task force,2-s2.0-85091369309,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,1,2,3
117,"Perceptions of genetic risk, testing, and counseling among individuals with eating disorders",2-s2.0-85087870409,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,1,1,3,1
118,"Correction: The composition and capacity of the clinical genetics workforce in high-income countries: a scoping review (Genetics in Medicine, (2020), 22, 9, (1437-1449), 10.1038/s41436-020-0825-2)",2-s2.0-85087685056,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,1,0
119,Relationships between patient- and session-related variables and outcomes of psychiatric genetic counseling,2-s2.0-85079733078,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,5,3,3
120,"Impute.me: An Open-Source, Non-profit Tool for Using Data From Direct-to-Consumer Genetic Testing to Calculate and Interpret Polygenic Risk Scores",2-s2.0-85087868225,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,2,6,15,7
121,Evidence-based genetic counseling for psychiatric disorders: A road map,2-s2.0-85085904313,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,5,10,16,14
122,Trans-inclusive genetic counseling services: Recommendations from members of the transgender and non-binary community,2-s2.0-85075037808,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,3,4,4,7
123,“I am a Genetic Counselor”: A qualitative exploration of field leaders’ perceptions of the title “genetic counselor”,2-s2.0-85074826631,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
124,Genetic counselors’ attitudes toward and practice related to psychiatric genetic counseling,2-s2.0-85074810690,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,1,5,2
125,Journey into Genes: Cultural Values and the (Near) Future of Genetic Counselling in Mental Health,2-s2.0-85140372051,2020,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,1,0
126,Psychiatric genetic counseling: A mapping exercise,2-s2.0-85067869429,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,1,3,3,5,6
127,International Society of Psychiatric Genetics Ethics Committee: Issues facing us,2-s2.0-85066898971,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,1,3,3,4,3
128,"Folic acid, but not folate, regulates different stages of neurogenesis in the ventral hippocampus of adult female rats",2-s2.0-85073664685,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,1,0,3,0
129,"A Matched Cohort Study of Postpartum Placentophagy in Women With a History of Mood Disorders: No Evidence for Impact on Mood, Energy, Vitamin B<inf>12</inf> Levels, or Lactation",2-s2.0-85070885392,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,1,0,0,2
130,Genetic counseling students’ experiences with mental illness during training: An exploratory study,2-s2.0-85055592320,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,1,0,1
131,Genetics of Eating Disorders: What the Clinician Needs to Know,2-s2.0-85060542512,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,1,1,7,9,8,8
132,Patient decision-making and the role of the prenatal genetic counselor: An exploratory study,2-s2.0-85061239447,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,4,2,3,2
133,Patient perspectives on the process and outcomes of psychiatric genetic counseling: An “Empowering Encounter”,2-s2.0-85065397754,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,8,5,13,9
134,Dr Nurnberger and colleagues reply,2-s2.0-85065088674,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,0,0,0,0
135,Impact of the physical environment on patient outcomes of genetic counseling: An exploratory study,2-s2.0-85063279819,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,0,2,1,0,1
136,What should a psychiatrist know about genetics? Review and recommendations from the residency education committee of the international society of psychiatric genetics,2-s2.0-85058754439,2019,Austin,Jehannine,7402093250,Mental Health & Addictions,0,6,6,7,11,3
