19,Development and evaluation of an educational resource for parents of children with 22q11.2 deletion syndrome about the psychiatric manifestations of the condition,2-s2.0-85169617133,2023,"Blankenship, Kayla;Chieffo, Stephanie;Morris, Emily;Slomp, Caitlin;Batallones, Rolan;Prijoles, Eloise;Hill-Chapman, Crystal;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,0,0
20,"A novel online genomic counseling and variant interpretation certificate: Learning design, learning analytics, and evaluation",2-s2.0-85164561012,2023,"Macfadyen, Leah P.;Austin, Jehannine;Cao, Ping;Cheng, John;Cremin, Carol;Duong, Linda;Elliott, Alison M.;Guimond, Colleen;Lim, Shur;Race, Simone;Rajan-Babu, Indhu Shree;Richardson, Anastasia;Wainstein, Tasha;Zahir, Farah;Birch, Patricia H.",Austin,Jehannine C.,7402093250,0,0,0,0,0,0
21,How do experts in psychiatric genetics view the clinical utility of polygenic risk scores for schizophrenia?,2-s2.0-85158871020,2023,"Moorthy, Tiahna;Nguyen, Huyan;Chen, Ying;Austin, Jehannine;Smoller, Jordan W.;Hercher, Laura;Sabatello, Maya",Austin,Jehannine C.,7402093250,0,0,0,0,0,0
22,Barriers to genetic testing in clinical psychiatry and ways to overcome them: from clinicians’ attitudes to sociocultural differences between patients across the globe,2-s2.0-85139714752,2022,"Pinzón-Espinosa, Justo;van der Horst, Marte;Zinkstok, Janneke;Austin, Jehannine;Aalfs, Cora;Batalla, Albert;Sullivan, Patrick;Vorstman, Jacob;Luykx, Jurjen J.",Austin,Jehannine C.,7402093250,0,0,0,0,0,2
23,Practice resource-focused revision: Standardized pedigree nomenclature update centered on sex and gender inclusivity: A practice resource of the National Society of Genetic Counselors,2-s2.0-85138060246,2022,"Bennett, Robin L.;French, Kathryn Steinhaus;Resta, Robert G.;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,0,13
24,Evaluating the impact of a new educational tool on understanding of polygenic risk scores for alcohol use disorder,2-s2.0-85143318375,2022,"Driver, Morgan N.;Kuo, Sally I.Chun;Petronio, Lia;Brockman, Deanna;Dron, Jacqueline S.;Austin, Jehannine;Dick, Danielle M.",Austin,Jehannine C.,7402093250,0,0,0,0,0,3
25,Psychiatric genetic counseling for people with copy number variants associated with psychiatric conditions,2-s2.0-85137532569,2022,"Morris, Emily;Inglis, Angela;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,0,3
26,Concerns about the use of polygenic embryo screening for psychiatric and cognitive traits,2-s2.0-85138017104,2022,"Lencz, Todd;Sabatello, Maya;Docherty, Anna;Peterson, Roseann E.;Soda, Takahiro;Austin, Jehannine;Bierut, Laura;Crepaz-Keay, David;Curtis, David;Degenhardt, Franziska;Huckins, Laura;Lazaro-Munoz, Gabriel;Mattheisen, Manuel;Meiser, Bettina;Peay, Holly;Rietschel, Marcella;Walss-Bass, Consuelo;Davis, Lea K.",Austin,Jehannine C.,7402093250,0,0,0,0,0,5
27,"Psychiatric polygenic risk scores: Child and adolescent psychiatrists' knowledge, attitudes, and experiences",2-s2.0-85133414189,2022,"Pereira, Stacey;Muñoz, Katrina A.;Small, Brent J.;Soda, Takahiro;Torgerson, Laura N.;Sanchez, Clarissa E.;Austin, Jehannine;Storch, Eric A.;Lázaro-Muñoz, Gabriel",Austin,Jehannine C.,7402093250,0,0,0,0,0,2
28,Outcomes of psychiatric genetic counseling in relation to time since diagnosis and symptom onset,2-s2.0-85128980507,2022,"Saxton, Sarah;Inglis, Angela;Morris, Emily;Hercher, Laura;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,2,0
29,An internship in psychiatric genetic counseling: Impact on genetic counseling graduates' practice and career choices,2-s2.0-85128304366,2022,"Van den Adel, Brianna;Inglis, Angela;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,0,2
30,The stepwise process of integrating a genetic counsellor into primary care,2-s2.0-85133919950,2022,"Slomp, Caitlin;Morris, Emily;Knoppers, Bartha Maria;Lynd, Larry D.;Dey, Alivia;Adam, Shelin;Bansback, Nick;Birch, Patricia;Clarke, Lorne;Dragojlovic, Nick;Friedman, Jan;Lambert, Deborah;Pullman, Daryl;Virani, Alice;Wasserman, Wyeth;Zawati, Ma’n H.;Price, Morgan;Elliott, Alison M.;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,5,2
31,Polygenic embryo screening: Four clinical considerations warrant further attention,2-s2.0-85133819389,2022,"Pereira, S.;Carmi, S.;Altarescu, G.;Austin, J.;Barlevy, D.;Hershlag, A.;Juengst, E.;Kostick-Quenet, K.;Kovanci, E.;Lathi, R. B.;Mukherjee, M.;Van Den Veyver, I.;Zuk, O.;Lázaro-Muñoz, G.;Lencz, T.",Austin,Jehannine C.,7402093250,0,0,0,0,1,4
32,"Correction to: The stepwise process of integrating a genetic counsellor into primary care (European Journal of Human Genetics, (2022), 30, 7, (772-781), 10.1038/s41431-022-01040-x)",2-s2.0-85133776304,2022,"Slomp, Caitlin;Morris, Emily;Knoppers, Bartha Maria;Lynd, Larry D.;Dey, Alivia;Adam, Shelin;Bansback, Nick;Birch, Patricia;Clarke, Lorne;Dragojlovic, Nick;Friedman, Jan;Lambert, Deborah;Pullman, Daryl;Virani, Alice;Wasserman, Wyeth;Zawati, Ma’n H.;Price, Morgan;Elliott, Alison M.;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,0,0
33,An ethical analysis of divergent clinical approaches to the application of genetic testing for autism and schizophrenia,2-s2.0-85113754815,2022,"Morris, E.;O’Donovan, M.;Virani, A.;Austin, J.",Austin,Jehannine C.,7402093250,0,0,0,0,3,4
34,The impact of a “Psychiatric Genetics for Genetic Counselors” workshop on genetic counselor attendees: An exploratory study,2-s2.0-85124818055,2022,"Dillon, Amy;Austin, Jehannine;McGhee, Kevin;Watson, Melanie",Austin,Jehannine C.,7402093250,0,0,0,0,1,2
35,"A cross-sectional study of the relationship between CYP2D6 and CYP2C19 variations and depression symptoms, for women taking SSRIs during pregnancy",2-s2.0-85109343983,2022,"Hippman, Catriona;Slomp, Caitlin;Morris, Emily;Batallones, Rolan;Inglis, Angela;Carrion, Prescilla;Brain, Ursula;Higginson, Michelle;Wright, Galen E.B.;Balneaves, Lynda G.;Ryan, Deirdre;Nislow, Corey;Ross, Colin J.D.;Gaedigk, Andrea;Oberlander, Tim F.;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,0,0
36,A tool for translating polygenic scores onto the absolute scale using summary statistics,2-s2.0-85122270341,2022,"Pain, Oliver;Gillett, Alexandra C.;Austin, Jehannine C.;Folkersen, Lasse;Lewis, Cathryn M.",Austin,Jehannine C.,7402093250,0,0,0,0,7,4
37,"Experiences with Genetic Counseling, Testing, and Diagnosis among Adolescents with a Genetic Condition: A Scoping Review",2-s2.0-85119968774,2022,"Wainstein, Tasha;Marshall, Sheila K.;Ross, Colin J.D.;Virani, Alice K.;Austin, Jehannine C.;Elliott, Alison M.",Austin,Jehannine C.,7402093250,0,0,0,0,0,2
38,"Parents’ perspectives, experiences, and need for support when communicating with their children about the psychiatric manifestations of 22q11.2 deletion syndrome (22q11DS)",2-s2.0-85119040837,2022,"Cook, Courtney B.;Slomp, Caitlin;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,1,3
39,Contributors to and consequences of burnout among clinical genetic counselors in the United States,2-s2.0-85111375843,2022,"Caleshu, Colleen;Kim, Helen;Silver, Julia;Austin, Jehannine;Tibben, Aad;Campion, Mary Ann",Austin,Jehannine C.,7402093250,0,0,0,0,2,4
40,Reflections of parents of children with 22q11.2 Deletion Syndrome on the experience of receiving psychiatric genetic counseling: ‘Awareness to Act’,2-s2.0-85109113826,2022,"Carrion, Prescilla;Semaka, Alicia;Batallones, Rolan;Slomp, Caitlin;Morris, Emily;Inglis, Angela;Moretti, Marlene;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,2,5
41,"Why do people seek out polygenic risk scores for complex disorders, and how do they understand and react to results?",2-s2.0-85110709413,2022,"Peck, Larissa;Borle, Kennedy;Folkersen, Lasse;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,5,8
42,Out-of-pocket and private pay in clinical genetic testing: A scoping review,2-s2.0-85115760152,2021,"Grant, Peter;Langlois, Sylvie;Lynd, Larry D.;Austin, Jehannine C.;Elliott, Alison M.;Dragojlovic, Nick;Knoppers, Bartha;Dey, Alivia;Adam, Shelin;Bansback, Nick;Birch, Patricia;Clarke, Lorne;Friedman, Jan;Lambert, Debby;Pullman, Daryl;Virani, Alice;Wasserman, Wyeth;Zawati, Ma'n",Austin,Jehannine C.,7402093250,0,0,0,2,4,10
43,Far and wide: Exploring provider utilization of remote service provision for genome-wide sequencing in Canada,2-s2.0-85115223347,2021,"Enns, Emily A.;Wainstein, Tasha;Dragojlovic, Nick;Kopac, Nicola;Lynd, Larry D.;Elliott, Alison M.;Austin, Jehannine;Knoppers, Bartha;Dey, Alivia;Adam, Shelin;Bansback, Nick;Birch, Patricia;Clarke, Lorne;Friedman, Jan;Lambert, Debby;Pullman, Daryl;Virani, Alice;Wasserman, Wyeth;Zawati, Ma'n",Austin,Jehannine C.,7402093250,0,0,0,0,0,1
44,Genetic counseling research and COVID-19: A lesson in resiliency,2-s2.0-85114738893,2021,"Borle, Kennedy;Dey, Alivia;Carrion, Prescilla;Austin, Jehannine;Elliott, Alison M.;Knoppers, Bartha;Lynd, Larry D.;Adam, Shelin;Bansback, Nick;Birch, Patricia;Clarke, Lorne;Dragojlovic, Nick;Friedman, Jan;Lambert, Debby;Pullman, Daryl;Virani, Alice;Wasserman, Wyeth;Zawati, Ma'n;Myers, Melanie",Austin,Jehannine C.,7402093250,0,0,0,0,0,0
45,Genetic counselling for the prevention of mental health consequences of cannabis use: A randomized controlled trial-within-cohort,2-s2.0-85096708795,2021,"Zwicker, Alyson;LeBlanc, Marissa A.;Pavlova, Barbara;Alda, Martin;Denovan-Wright, Eileen M.;Uher, Rudolf;Austin, Jehannine C.",Austin,Jehannine C.,7402093250,0,0,0,0,1,0
46,Child and Adolescent Psychiatrists’ Perceptions of Utility and Self-rated Knowledge of Genetic Testing Predict Usage for Autism Spectrum Disorder,2-s2.0-85103962124,2021,"Soda, Takahiro;Pereira, Stacey;Small, Brent J.;Torgerson, Laura N.;Muñoz, Katrina A.;Austin, Jehannine;Storch, Eric A.;Lázaro-Muñoz, Gabriel",Austin,Jehannine C.,7402093250,0,0,0,1,4,4
47,Rapid genome-wide sequencing in a neonatal intensive care unit: A retrospective qualitative exploration of parental experiences,2-s2.0-85103888269,2021,"Aldridge, Caitlin E.;Osiovich, Horacio;Siden, Harold;Elliott, Alison M.;Candido, Tara;Christilaw, Jan;Dragojlovic, Nick;du Souich, Christèle;Evans, Daniel M.;Farrer, Matthew J.;Friedman, Jan M.;Guella, Ilaria;Lehman, Anna;Lynd, Larry D.;Tooman, Leah;Austin, Jehannine;Knoppers, Bartha;Dey, Alivia;Adam, Shelin;Bansback, Nick;Birch, Patricia;Clarke, Lorne;Lambert, Debby;Pullman, Daryl;Virani, Alice;Wasserman, Wyeth;Zawati, Ma'n",Austin,Jehannine C.,7402093250,0,0,0,1,9,4
48,Teenagers and Precision Psychiatry: A Window of Opportunity,2-s2.0-85100290313,2021,"Sabatello, Maya;Chen, Ying;Herrera, Carmen Fiorella;Brockhoff, Erika;Austin, Jehannine;Appelbaum, Paul S.",Austin,Jehannine C.,7402093250,0,0,0,1,1,2
49,Psychiatric genetic counseling for serious mental illness: Impact on psychopathology and psychotropic medication adherence,2-s2.0-85099191536,2021,"Morris, Emily;Batallones, Rolan;Ryan, Jane;Slomp, Caitlin;Carrion, Prescilla;Albert, Arianne;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,1,1,0
50,Could Polygenic Risk Scores Be Useful in Psychiatry?: A Review,2-s2.0-85094198818,2021,"Murray, Graham K.;Lin, Tian;Austin, Jehannine;McGrath, John J.;Hickie, Ian B.;Wray, Naomi R.",Austin,Jehannine C.,7402093250,0,0,1,21,49,40
51,From Basic Science to Clinical Application of Polygenic Risk Scores: A Primer,2-s2.0-85094187274,2021,"Wray, Naomi R.;Lin, Tian;Austin, Jehannine;McGrath, John J.;Hickie, Ian B.;Murray, Graham K.;Visscher, Peter M.",Austin,Jehannine C.,7402093250,0,0,0,29,56,42
52,"A prospective study to explore the relationship between MTHFR C677T genotype, physiological folate levels, and postpartum psychopathology in at-risk women",2-s2.0-85098324343,2020,"Morris, Emily;Hippman, Catriona;Albert, Arianne;Slomp, Caitlin;Inglis, Angela;Carrion, Prescilla;Batallones, Rolan;Andrighetti, Heather;Ross, Colin;Dyer, Roger;Honer, William;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,3,1
53,Advancing the genetic counseling profession through research: Identification of priorities by the National Society of Genetic Counselors research task force,2-s2.0-85091369309,2020,"Senter, Leigha;Austin, Jehannine C.;Carey, Meghan;Cho, Megan T.;Harris, Stephanie L.;Linnenbringer, Erin L.;MacFarlane, Ian M.;Pan, Vivian Y.;Quillin, John M.;Wynn, Julia;Hooker, Gillian W.",Austin,Jehannine C.,7402093250,0,0,0,1,2,3
54,"Perceptions of genetic risk, testing, and counseling among individuals with eating disorders",2-s2.0-85087870409,2020,"Michael, Julianne E.;Bulik, Cynthia M.;Hart, Sarah J.;Doyle, Lauren;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,1,1,3,1
55,"Correction: The composition and capacity of the clinical genetics workforce in high-income countries: a scoping review (Genetics in Medicine, (2020), 22, 9, (1437-1449), 10.1038/s41436-020-0825-2)",2-s2.0-85087685056,2020,"Dragojlovic, Nick;Borle, Kennedy;Kopac, Nicola;Ellis, Ursula;Birch, Patricia;Adam, Shelin;Friedman, Jan M.;Nisselle, Amy;Elliott, Alison M.;Austin, Jehannine;Knoppers, Bartha;Lynd, Larry D.;Dey, Alivia;Bansback, Nick;Clarke, Lorne;Lambert, Debby;Pullman, Daryl;Virani, Alice;Wasserman, Wyeth;Zawati, Ma’n",Austin,Jehannine C.,7402093250,0,0,0,0,1,0
56,Relationships between patient- and session-related variables and outcomes of psychiatric genetic counseling,2-s2.0-85079733078,2020,"Gerrard, Sarah;Inglis, Angela;Morris, Emily;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,5,3,5
57,"Impute.me: An Open-Source, Non-profit Tool for Using Data From Direct-to-Consumer Genetic Testing to Calculate and Interpret Polygenic Risk Scores",2-s2.0-85087868225,2020,"Folkersen, Lasse;Pain, Oliver;Ingason, Andrés;Werge, Thomas;Lewis, Cathryn M.;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,2,6,15,7
58,Evidence-based genetic counseling for psychiatric disorders: A road map,2-s2.0-85085904313,2020,"Austin, Jehannine C.",Austin,Jehannine C.,7402093250,0,0,5,10,16,14
59,Trans-inclusive genetic counseling services: Recommendations from members of the transgender and non-binary community,2-s2.0-85075037808,2020,"Barnes, Heather;Morris, Emily;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,3,4,4,8
60,“I am a Genetic Counselor”: A qualitative exploration of field leaders’ perceptions of the title “genetic counselor”,2-s2.0-85074826631,2020,"Means, Chandler;Cirino, Allison;Swenson, Kathleen B.;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,0,0
61,Genetic counselors’ attitudes toward and practice related to psychiatric genetic counseling,2-s2.0-85074810690,2020,"Booke, Stephanie;Austin, Jehannine;Calderwood, Laurel;Campion, Mary Ann",Austin,Jehannine C.,7402093250,0,0,0,1,5,2
62,Journey into Genes: Cultural Values and the (Near) Future of Genetic Counselling in Mental Health,2-s2.0-85140372051,2020,"Crepaz-Keay, David;Austin, Jehannine;Weeks, Lauren",Austin,Jehannine C.,7402093250,0,0,0,0,1,0
63,Psychiatric genetic counseling: A mapping exercise,2-s2.0-85067869429,2019,"Moldovan, Ramona;McGhee, Kevin A.;Coviello, Domenico;Hamang, Anniken;Inglis, Angela;Ingvoldstad Malmgren, Charlotta;Johansson-Soller, Maria;Laurino, Mercy;Meiser, Bettina;Murphy, Lauren;Paneque, Milena;Papsuev, Oleg;Pawlak, Joanna;Rovira Moreno, Eulàlia;Serra-Juhe, Clara;Shkedi-Rafid, Shiri;Laing, Nakita;Voelckel, Marie Antoinette;Watson, Melanie;Austin, Jehannine C.",Austin,Jehannine C.,7402093250,0,1,3,3,5,6
64,International Society of Psychiatric Genetics Ethics Committee: Issues facing us,2-s2.0-85066898971,2019,"Lázaro-Muñoz, Gabriel;Sabatello, Maya;Huckins, Laura;Peay, Holly;Degenhardt, Franziska;Meiser, Bettina;Lencz, Todd;Soda, Takahiro;Docherty, Anna;Crepaz-Keay, David;Austin, Jehannine;Peterson, Roseann E.;Davis, Lea K.",Austin,Jehannine C.,7402093250,0,1,3,3,4,3
65,"Folic acid, but not folate, regulates different stages of neurogenesis in the ventral hippocampus of adult female rats",2-s2.0-85073664685,2019,"Qiu, Wansu;Gobinath, Aarthi R.;Wen, Yanhua;Austin, Jehannine;Galea, Liisa A.M.",Austin,Jehannine C.,7402093250,0,0,1,0,3,0
66,"A Matched Cohort Study of Postpartum Placentophagy in Women With a History of Mood Disorders: No Evidence for Impact on Mood, Energy, Vitamin B<inf>12</inf> Levels, or Lactation",2-s2.0-85070885392,2019,"Morris, Emily;Slomp, Caitlin;Hippman, Catriona;Inglis, Angela;Carrion, Prescilla;Batallones, Rolan;Andrighetti, Heather;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,1,0,0,3
67,Genetic counseling students’ experiences with mental illness during training: An exploratory study,2-s2.0-85055592320,2019,"Cantor, Anna;Hippman, Catriona;Hercher, Laura;Austin, Jehannine C.",Austin,Jehannine C.,7402093250,0,0,0,1,0,1
68,Genetics of Eating Disorders: What the Clinician Needs to Know,2-s2.0-85060542512,2019,"Bulik, Cynthia M.;Blake, Lauren;Austin, Jehannine",Austin,Jehannine C.,7402093250,1,1,7,9,8,10
69,Patient decision-making and the role of the prenatal genetic counselor: An exploratory study,2-s2.0-85061239447,2019,"Salema, Diane;Townsend, Anne;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,4,2,3,2
70,Patient perspectives on the process and outcomes of psychiatric genetic counseling: An “Empowering Encounter”,2-s2.0-85065397754,2019,"Semaka, Alicia;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,8,5,13,9
71,Dr Nurnberger and colleagues reply,2-s2.0-85065088674,2019,"Nurnberger, John I.;Austin, Jehannine;Berrettini, Wade H.;Besterman, Aaron D.;DeLisi, Lynn E.;Grice, Dorothy E.;Kennedy, James L.;Moreno-De-Luca, Daniel;Potash, James B.;Ross, David A.;Schulze, Thomas G.;Zai, Gwyneth",Austin,Jehannine C.,7402093250,0,0,0,0,0,0
72,Impact of the physical environment on patient outcomes of genetic counseling: An exploratory study,2-s2.0-85063279819,2019,"Morris, Emily;Best, Jacob;Inglis, Angela;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,2,1,0,2
73,What should a psychiatrist know about genetics? Review and recommendations from the residency education committee of the international society of psychiatric genetics,2-s2.0-85058754439,2019,"Nurnberger, John I.;Austin, Jehannine;Berrettini, Wade H.;Besterman, Aaron D.;DeLisi, Lynn E.;Grice, Dorothy E.;Kennedy, James L.;Moreno-De-Luca, Daniel;Potash, James B.;Ross, David A.;Schulze, Thomas G.;Zai, Gwyneth",Austin,Jehannine C.,7402093250,0,6,6,7,11,4
74,"Risk communication in genetic counseling: Exploring uptake and perception of recurrence numbers, and their impact on patient outcomes",2-s2.0-85049802812,2018,"Borle, K.;Morris, E.;Inglis, A.;Austin, J.",Austin,Jehannine C.,7402093250,0,3,5,1,5,3
75,Patient outcomes of genetic counseling: Assessing the impact of different approaches to family history collection,2-s2.0-85042148047,2018,"Slomp, C.;Morris, E.;Inglis, A.;Lehman, A.;Austin, J.",Austin,Jehannine C.,7402093250,2,3,2,2,2,3
76,Genetics in the clinical setting: The role of psychiatric genetic counseling,2-s2.0-85045135026,2018,"Austin, Jehannine",Austin,Jehannine C.,7402093250,0,0,0,0,1,0
77,Genetic counseling globally: Where are we now?,2-s2.0-85044446842,2018,"Ormond, Kelly E.;Laurino, Mercy Ygoña;Barlow-Stewart, Kristine;Wessels, Tina Marié;Macaulay, Shelley;Austin, Jehannine;Middleton, Anna",Austin,Jehannine C.,7402093250,2,21,10,24,22,14
78,Self-stigma in relatives of people with mental illness scale: Development and validation,2-s2.0-85043522568,2018,"Morris, E.;Hippman, C.;Murray, G.;Michalak, E. E.;Boyd, J. E.;Livingston, J.;Inglis, A.;Carrion, P.;Austin, J.",Austin,Jehannine C.,7402093250,1,4,3,5,5,2
79,The Efficacy of Genetic Counseling for Psychiatric Disorders: a Meta-Analysis,2-s2.0-85020739547,2017,"Moldovan, Ramona;Pintea, Sebastian;Austin, Jehannine",Austin,Jehannine C.,7402093250,2,4,4,9,3,4
80,Genetic Counseling for Alcohol Addiction: Assessing Perceptions and Potential Utility in Individuals with Lived Experience and Their Family Members,2-s2.0-85011883735,2017,"Kalb, Fayth M.;Vincent, Victoria;Herzog, Teresa;Austin, Jehannine",Austin,Jehannine C.,7402093250,0,1,3,2,0,0
81,"Women’s experiences of participating in a prospective, longitudinal postpartum depression study: insights for perinatal mental health researchers",2-s2.0-85020621204,2017,"Andrighetti, Heather J.;Semaka, Alicia;Austin, Jehannine C.",Austin,Jehannine C.,7402093250,0,2,7,2,2,2
82,Theories for Psychotherapeutic Genetic Counseling: Fuzzy Trace Theory and Cognitive Behavior Theory,2-s2.0-84994234385,2017,"Biesecker, Barbara;Austin, Jehannine;Caleshu, Colleen",Austin,Jehannine C.,7402093250,1,4,6,3,2,2
83,"Response to A Different Vantage Point Commentary: Psychotherapeutic Genetic Counseling, Is it?",2-s2.0-84994068269,2017,"Biesecker, Barbara;Austin, Jehannine;Caleshu, Colleen",Austin,Jehannine C.,7402093250,1,0,0,1,0,0
