,Last Name,First Name,Affiliation,Author ID,ORCID,Research Areas,Warning
82,Brown,Craig E.,The University of British Columbia,7408311558,,NEUR (28); MEDI (27); BIOC (14),
83,Burkey,Matthew D.,Johns Hopkins Bloomberg School of Public Health,,,MEDI (41); SOCI (4); PSYC (4),did not meet criteria
84,Burns,Kyle D.,The University of British Columbia,55392034400,,PHAR (1); MEDI (1),
85,Burns,Amy M.N.,The University of British Columbia,56221914700,,MEDI (10); NEUR (4); NURS (1),
86,Burrell,Erin,"University of British Columbia, Faculty of Medicine",57201586576,,MEDI (9); ENVI (2); NURS (2),
87,Burton,Hannah,"University of British Columbia, Faculty of Medicine",57241027600,,MEDI (2),
88,Butterfield,Michael,"University of British Columbia, Faculty of Medicine",57201589127,,MEDI (10); BIOC (2); NEUR (2),
89,Calhoun,Laura,,,,,no authors found with criteria
90,Cameron,Kristjana,"University of British Columbia, Faculty of Medicine",55644251500,,MEDI (2); PSYC (1); NURS (1),
91,Campbell,Diane Paula,,,,,no authors found with criteria
92,Campbell,Helen,The University of British Columbia,57196812991,,MEDI (5),
93,Carlson,Marie,"GF Strong Rehabilitation Centre, British Columbia",57193092175,,MEDI (3); HEAL (1),
94,Carrion,Prescilla B.,"University of British Columbia, Faculty of Medicine",55760664000,,MEDI (23); BIOC (4); PSYC (3),
95,Carter,Arthur,,,,,no authors found with criteria
96,Caruncho,Hector,,,,,no authors found with criteria
97,Casagrande,Magdalena,,,,,no authors found with criteria
98,Casey,Janel,,,,,no authors found with criteria
99,Catchpole,Rosalind E.H.,The University of British Columbia,57210221841,,PSYC (6); MEDI (6); SOCI (1),
100,Catton,Kristen,,,,,no authors found with criteria
101,Ceresney,Maureen,,,,,no authors found with criteria
102,Chakrabarty,Trisha,"University of British Columbia, Faculty of Medicine",56521302100,,MEDI (82); NEUR (15); PSYC (7),
103,Chakraborty,Tapash Apu,"University of British Columbia, Faculty of Medicine",57751102400,,MEDI (1); MULT (1),
104,Champagne,Marilyn,,,,,no authors found with criteria
105,Chan,Charlena,Camosun College,,,MEDI (3),did not meet criteria
106,Chan,Ryan M.,The University of British Columbia,57202308391,,MEDI (2),
107,Chapman,Laura,The University of British Columbia,36481002500,,PSYC (2); MEDI (1),
108,Chauhan,Harpreet,"St. Paul's Hospital, Vancouver",57224143174,,MEDI (2),
109,Cheek,Joanna,The University of British Columbia,55651125300,,MEDI (10); PSYC (3); ENGI (1),
110,Chernick,Grant,,,,,no authors found with criteria
111,Chete,Edwin,,,,,no authors found with criteria
112,Chetty,Unita,,,,,no authors found with criteria
113,Cheung,Pierre,,,,,no authors found with criteria
114,Cheung,Bennett Sw,"University of British Columbia, Faculty of Medicine",57907977000,,MEDI (1); PSYC (1),
115,Chhabra,Mehtaab,,,,,no authors found with criteria
116,Chin,Danielle,,,,,no authors found with criteria
117,Cho,Brian,The University of British Columbia,56834980000,,BIOC (5); MEDI (2); PHAR (1),
118,Cho,Caroline,,,,,no authors found with criteria
119,Chodkiewicz,Adam,UBC Hospital,53872376600,,MEDI (2),
120,Choong,Wee Kei,,,,,no authors found with criteria
121,Chow,Bryan,The University of British Columbia,36914706000,,MEDI (7),
122,Chowdhury,Sheehan H.,The University of British Columbia,57189730735,,MEDI (3),
123,Claman,Jeffery M.,UBC Hospital,9042835100,,MEDI (6); NEUR (1),
124,Clark,Campbell M.,The University of British Columbia,35480697600,,MEDI (111); NEUR (90); PSYC (64),
125,Clarke,Lorne Andrew,BC Children's Hospital Research Institute,7201975122,0000-0003-0512-7281,MEDI (147); BIOC (125); MATH (5),
126,Clift,Robert J.W.,Program Evaluation and Research,,,PSYC (6); MEDI (6); SOCI (3),did not meet criteria
127,Coelho,Jennifer S.,"University of British Columbia, Faculty of Medicine",15026048700,0000-0001-9907-8067,MEDI (57); PSYC (40); NURS (16),
128,Cohen,Jordan,The University of British Columbia,58123561900,,MEDI (2),
129,Cohen,David Jay,Emory University School of Medicine,,,MEDI (3),did not meet criteria
130,Cojocaru,Alice,,,,,no authors found with criteria
131,Collins,Nelson,,,,,no authors found with criteria
132,Comeau,Jennifer,,,,,no authors found with criteria
133,Comeau,Kent,,,,,no authors found with criteria
134,Comey,Rob,,,,,no authors found with criteria
135,Cooper,Michael,The University of British Columbia,56502812400,,PSYC (1); MEDI (1); SOCI (1),
136,Cooper,Barry S.,The University of British Columbia,9336058100,,MEDI (21); PSYC (20); SOCI (9),
137,Corbyn,Bryony R.,The University of British Columbia,56644997400,,MEDI (4); PSYC (1),
138,Correia,Shauna,The University of British Columbia,56611553100,,MEDI (15); BIOC (2),
139,Coupland,Jason,,,,,no authors found with criteria
140,Cox,Darcy,The University of British Columbia,35474734500,,MEDI (12); PSYC (9); NEUR (1),
141,Coxon,Carol,,,,,no authors found with criteria
142,Craig,Ann Marie,Djavad Mowafaghian Centre for Brain Health,7201507943,,NEUR (88); BIOC (78); MEDI (26),
143,Crawford,Tanya,Munro Centre,,,PSYC (4); MEDI (2),did not meet criteria
144,Crowell,Timothy A.,The University of British Columbia,6603815296,,PSYC (19); NEUR (8); MEDI (8),
145,Culo,Sandi,The University of British Columbia,14621580400,,MEDI (5); PSYC (1); NURS (1),
146,Darabian,Kaveh,,,,,no authors found with criteria
147,Davis,Lindsay,St. Paul's Hospital,56062721600,,MEDI (1); NEUR (1),
148,de Rappard,Sherry,,,,,no authors found with criteria
149,Degenhardt,Amanda,The University of British Columbia,56471624300,,NEUR (4); MEDI (3); BIOC (2),
150,Derocher,Christopher,,,,,no authors found with criteria
151,Derry,Heather M.,Weill Cornell Medicine,,,MEDI (29); SOCI (8); PSYC (7),did not meet criteria
152,Dhaese,Marie-José,,,,,no authors found with criteria
153,Dhaliwal,Kuljit,The University of British Columbia,54683690300,,MEDI (1),
154,Dhariwal,Amrit K.,The University of British Columbia,57209706536,0000-0001-5724-5584,MEDI (10); PSYC (9); SOCI (3),
155,Diamond,Adele,"University of British Columbia, Faculty of Medicine",7102727063,0000-0002-1453-6434,PSYC (78); NEUR (39); MEDI (31),
156,Dimov,Marius,,,,,no authors found with criteria
157,Doan Ngoc Chi,Nam,Ulsan University,,,COMP (2); ENGI (2),did not meet criteria
158,Docherty,Claire,"University of British Columbia, Faculty of Medicine",57720890400,,MEDI (1),
159,Dodd,Lindsay,,,,,no authors found with criteria
160,Dodge,Liam,,,,,no authors found with criteria
161,Donahue,Birgitta,,,,,no authors found with criteria
162,Donaldson,Heather,,,,,no authors found with criteria
163,Dosanjh,Robbie,,,,,no authors found with criteria
164,Douziech,Jeffery R.,BC​ Children​'​​s Hospital,37025894100,,MEDI (4),
165,Douziech,Ingrid,,,,,no authors found with criteria
166,Dowey,Michael,,,,,no authors found with criteria
167,D&amp;apos;Oyley,Heather M.,Vancouver General Hospital,6508016739,,NEUR (2); PHAR (2); MEDI (1),
168,Drabkin,Rodney,,,,,no authors found with criteria
169,Drance,Elisabeth,The University of British Columbia,14424084600,,SOCI (6); MEDI (4); ARTS (3),
170,Driscoll,Miriam,The University of British Columbia,56611493100,,MEDI (19); PSYC (4); BIOC (3),
171,Drouillard,Natalie,The University of British Columbia,55605236300,,MEDI (1),
172,Dua,Vikram,British Columbia Autism Assessment Network,24733684600,,MEDI (7); PSYC (1),
173,Duncalf,Cliff,,,,,no authors found with criteria
174,Dunn,Patrice M.,The University of British Columbia,7401710339,,MEDI (1),
175,Duru,Doris,,,,,no authors found with criteria
176,Ebenstiner,Janice,,,,,no authors found with criteria
177,Edalati,Kourosh,BC Children's Hospital Research Institute,35169140500,,MEDI (2),
178,Edirmanasinghe,Dimitri,,,,,no authors found with criteria
179,Edwards,Katherine R.,The University of British Columbia,7402956237,,MEDI (7); NEUR (5); PHAR (4),
180,Eksteen,Hendri-Charl,,,,,no authors found with criteria
181,Elahi,Fawad,"UL Hospitals, Ireland",,,MEDI (2); PSYC (1),did not meet criteria
182,Elefante,Raymond Julius Obena,,,,,no authors found with criteria
183,Elfers,Theo,,,,,no authors found with criteria
184,Elliott,Katherine P.,The University of British Columbia,56124508300,,PSYC (5); MEDI (4); ARTS (1),
185,Emes,Craig,,,,,no authors found with criteria
186,Erickson,Dave,,,,,no authors found with criteria
187,Esau,Steven,,,,,no authors found with criteria
188,Eslami,Ali,BC​ Children​'​​s Hospital,57196115091,,MEDI (12); MATH (1); COMP (1),
189,Esmaili,Haydeh,,,,,no authors found with criteria
190,Eswar,Shruthi,,,,,no authors found with criteria
191,Evans,Anush,"University of British Columbia, Faculty of Medicine",58465847500,,MEDI (3),
192,Fabriel-Leclerc,Christin,,,,,no authors found with criteria
193,Fadeyi,Oludare,,,,,no authors found with criteria
194,Fahy,Mellisa J.,UBC Hospital,7007123330,,MEDI (6); BIOC (2),
195,Fantus,Claire,,,,,no authors found with criteria
196,Faraz,Muniba,,,,,no authors found with criteria
197,Fedoroff,Ingrid C.,"University of British Columbia, Faculty of Medicine",6603312534,,MEDI (18); PSYC (10); NEUR (8),
198,Fennemore,Marie,"St. Paul's Hospital, Vancouver",57195972769,,MEDI (3); PSYC (2); ARTS (1),
199,Ferguson,Gisele,,,,,no authors found with criteria
200,Fernando,Nadeesha,The University of British Columbia,9242836600,,MEDI (1),
201,Fibiger,Hans Christian,The University of British Columbia,35478938200,,NEUR (534); PHAR (273); BIOC (258),
202,Finch,Sue J.,University of Melbourne,,,MEDI (90); PSYC (27); SOCI (12),did not meet criteria
203,Fine,Stuart H.,The University of British Columbia,7102143837,,MEDI (54); PSYC (36); NEUR (4),
204,Flannigan,Stacy,,,,,no authors found with criteria
205,Flynn,Sean W.,The University of British Columbia,7007046066,,MEDI (31); NEUR (21); PSYC (10),
206,Forbes,Ian,Vancouver General Hospital,23059901400,,NEUR (3); PSYC (1); MEDI (1),
207,Fox,Joel,The University of British Columbia,57198663486,,MEDI (3); BIOC (1),
208,Frangou,Sophia,"University of British Columbia, Faculty of Medicine",7004549374,,MEDI (411); NEUR (222); PSYC (69),
209,Frankland,Allan,,,,,no authors found with criteria
210,Fredrikson,Diane Helen,,,,,no authors found with criteria
211,Freedman,Glen,The University of British Columbia,15044222600,,PSYC (2),
212,Freer,Janya,"Dalhousie University, Faculty of Medicine",,,MEDI (3); NURS (1),did not meet criteria
213,French,Kelly,,,,,no authors found with criteria
214,Frew,Patricia,,,,,no authors found with criteria
215,Frie,Roger,Simon Fraser University,,,PSYC (74); MEDI (32); ARTS (9),did not meet criteria
216,Friesen,Wesley Howard,,,,,no authors found with criteria
217,Frizen,Oxana,,,,,no authors found with criteria
218,Froese,Colleen L.,The University of British Columbia,6602314982,,CHEM (3); MEDI (3); MATE (2),
219,Frolic,Natasha,,,,,no authors found with criteria
220,Fulton,Heather,,,,,no authors found with criteria
221,Fung,Kathryn,The University of British Columbia,57211860093,,MEDI (2); SOCI (2),
222,Fung,Jonathan,The University of British Columbia,7203073310,,MEDI (3); PSYC (2); AGRI (1),
223,Furigay,Yvetta,,,,,no authors found with criteria
224,Furlong,Allan,,,,,no authors found with criteria
225,Galloway,Ashley,VA Medical Center,,,MEDI (22); NURS (1),did not meet criteria
226,Gambetti,Andrea,IRCCS Istituto Auxologico Italiano,,,MEDI (14); NURS (3),did not meet criteria
227,Gamble,Allison,The University of British Columbia,57192556775,,SOCI (1); MEDI (1),
228,Gambouras,Adam,,,,,no authors found with criteria
229,Gandham,Natasha,,,,,no authors found with criteria
230,Gandhi,Priya,Sir Ganga Ram Hospital,,,MEDI (2),did not meet criteria
231,Gannon,Shivaun Rose,,,,,no authors found with criteria
232,Gansner,Melissa,,,,,no authors found with criteria
233,Garbett,Sally,,,,,no authors found with criteria
234,Geizer,Marie,,,,,no authors found with criteria
235,Geller,Josie,The University of British Columbia,36004382200,,MEDI (96); PSYC (65); NURS (17),
236,Genge,Margot,,,,,no authors found with criteria
237,Gicas,Kristina M.,York University,,,MEDI (67); NEUR (19); PSYC (19),did not meet criteria
238,Gilks,Thea,The University of British Columbia,57201668645,,PHAR (1); MEDI (1); ENVI (1),
239,Gill,Jitender,,,,,no authors found with criteria
240,Gill,Nadia,,,,,no authors found with criteria
241,Gill,Sharleen,,,,,no authors found with criteria
242,Gillespie,Ian A.,"University of British Columbia, Faculty of Medicine",36544823500,,MEDI (5); HEAL (1),
243,Gillis,Randall L.,University of Waterloo,,,PSYC (10); SOCI (4); ARTS (2),did not meet criteria
244,Goresky,Walter,Stony Brook University,,,SOCI (2); MEDI (1),did not meet criteria
245,Gourdeau,Julie,,,,,no authors found with criteria
246,Grech,Theresa,,,,,no authors found with criteria
247,Greenaway,Masa'il,BC Children's Hospital,35169418800,,MEDI (2),
248,Gregoryanz,Tatiana,,,,,no authors found with criteria
249,Gregson,Alison,,,,,no authors found with criteria
250,Grewal,Seena,Hospital for Sick Children University of Toronto,,,MEDI (17); PSYC (3); NURS (3),did not meet criteria
251,Griffiths,Brenda Lee,,,,,no authors found with criteria
252,Grimminck,Rachel,,,,,no authors found with criteria
253,Grishin,Nataliya,,,,,no authors found with criteria
254,Guan,Xinyuan Brian,The University of Hong Kong Li Ka Shing Faculty of Medicine,,,MEDI (650); BIOC (460); NEUR (72),did not meet criteria
255,Gubanov,Alexander,Tampere University,,,MATE (4); PHYS (4); ENGI (2),did not meet criteria
256,Gutteridge,Ursula,,,,,no authors found with criteria
257,Habibi,Mehrdad,,,,,no authors found with criteria
258,Haddon,Craig,,,,,no authors found with criteria
259,Hadjipavlou,George Alexander,,,,,no authors found with criteria
260,Halischuk,Grant,,,,,no authors found with criteria
261,Hallam,Elisabeth,,,,,no authors found with criteria
262,Halli,Priyanka S.,"University of British Columbia, Faculty of Medicine",26429281700,,MEDI (20); PSYC (3); MULT (1),
263,Hameer,Faiza,,,,,no authors found with criteria
264,Hanon,Neil,,,,,no authors found with criteria
265,Haque,Zia-Ui,,,,,no authors found with criteria
266,Haque,Farhan,,,,,no authors found with criteria
267,Haring,Michelle,The University of British Columbia,7006162504,,SOCI (4); PSYC (2),
268,Harrison,Richard L.,The University of British Columbia,7403907599,,PSYC (4); MEDI (3); BUSI (1),
269,Harvey,Layne Joseph,,,,,no authors found with criteria
270,Hassan,Islam,The University of British Columbia,55539363500,,MEDI (20); NEUR (6),
271,Hathaway,Lorraine,,,,,no authors found with criteria
272,Heaven,Roberta K.B.,McMaster University,,,MEDI (8); NEUR (4); SOCI (2),did not meet criteria
273,Heilbrunn,David,,,,,no authors found with criteria
274,Henriques,Emilia,,,,,no authors found with criteria
275,Hewapathirane,Daminda,,,,,no authors found with criteria
276,Hinkle,Molli,,,,,no authors found with criteria
277,Ho,Charles,"University of British Columbia, Faculty of Medicine",57215122810,,MEDI (1); SOCI (1),
278,Hodelet,Nicola,Ailsa Hospital,,,MEDI (6); SOCI (1),did not meet criteria
279,Hoffman,Joanne M.,University of Nebraska Omaha,,,BIOC (10); PHAR (4); MEDI (3),did not meet criteria
280,Holdsworth,Rosalynd,,,,,no authors found with criteria
281,Holland Biggs,Karen,,,,,no authors found with criteria
282,Honer,William G.,"University of British Columbia, Faculty of Medicine",7004460814,0000-0002-7628-5108,MEDI (664); NEUR (364); PSYC (113),
283,Hong,Kyung Sue,The University of British Columbia,26655604800,0000-0002-1250-6151,MEDI (111); NEUR (44); PSYC (17),
284,Hope,Kim,,,,,no authors found with criteria
285,Hosenbocus,Sheik N.,Royal Inland Hospital,,,MEDI (13),did not meet criteria
286,Howard,Andrew K.,"University of British Columbia, Faculty of Medicine",34770101000,,MEDI (29); NEUR (8); PSYC (5),
287,Howell-Jones,Gail,The University of British Columbia,6507383072,,PSYC (1),
288,Howson,Anne L.,Vancouver General Hospital,36871808100,,NEUR (1); MEDI (1),
289,Hui,Jacqueline C.W.,,,,,no authors found with criteria
290,Hurst-Martin,Victoria,,,,,no authors found with criteria
291,Hutnyk,David,,,,,no authors found with criteria
292,Ignaszewski,Martha J.,Vancouver General Hospital,53865053900,,MEDI (20); PSYC (2); PHAR (2),
293,Ilcewicz-Klimek,Magdalena I.,Vancouver General Hospital,54966762100,,MEDI (7); NEUR (1),
294,Illing,Martin,The University of British Columbia,26040773700,,MEDI (1),
295,Inglis,Angela J.,"University of British Columbia, Faculty of Medicine",54684116800,,MEDI (39); BIOC (9); MULT (1),
296,Iro,Chinedu J.,Drug Treatment Centre Board,,,MEDI (5); ARTS (2); PSYC (2),did not meet criteria
297,Irwin,David A.J.,,,,,no authors found with criteria
298,Ishkanian,Ryan,,,,,no authors found with criteria
299,Iskander,Sam,Western University,,,NEUR (5); MEDI (5); PHAR (1),did not meet criteria
300,Iverson,Grant L.,Spaulding Rehabilitation Hospital Network,,,MEDI (729); PSYC (310); NEUR (139),did not meet criteria
301,Jabbar,Faraz,University of Northern British Columbia,,,MEDI (18); PSYC (8); ARTS (6),did not meet criteria
302,Jagdeo,Arun,The University of British Columbia,57199353619,,MEDI (1),
303,Jakovljevic,Ivana,,,,,no authors found with criteria
304,Jang,Kerry L.,"University of British Columbia, Faculty of Medicine",7201796278,,MEDI (210); PSYC (98); NEUR (29),
305,Jani,Aarti,University of Illinois Hospital &amp; Health Sciences System,,,MEDI (4),did not meet criteria
306,Janke,Paul,,,,,no authors found with criteria
307,Jee,Pamela,,,,,no authors found with criteria
308,Jenkins,Toyin,,,,,no authors found with criteria
309,Jewett,Ashley,,,,,no authors found with criteria
310,Jia,Lingsa,"University of British Columbia, Faculty of Medicine",57214891367,,MEDI (5),
311,Jitlina,Ekaterina,,,,,no authors found with criteria
312,Jiwa,Abdulkarim,,,,,no authors found with criteria
313,Jokic,Iva,,,,,no authors found with criteria
314,Joshi,Hemlata,,,,,no authors found with criteria
315,Jukes,Tara,BC​ Children​'​​s Hospital,57908816200,,PSYC (1); BIOC (1); MEDI (1),
316,Junaid,Sara,,,,,no authors found with criteria
317,Kaicker,Navin,,,,,no authors found with criteria
318,Kalenchuk,Anna Lynn,,,,,no authors found with criteria
319,Kanagarajan,Padmavathy,,,,,no authors found with criteria
320,Kandasamysomasundaram,Parthasarathy,,,,,no authors found with criteria
321,Kane,Barbara,Beth Israel Deaconess Medical Center,,,NURS (2),did not meet criteria
322,Kang,Gurmit,,,,,no authors found with criteria
323,Kang,Arvind,"Riverview Hospital, Coquitlam",,,MEDI (1); BIOC (1); NURS (1),did not meet criteria
324,Karakoc,Anastasia,,,,,no authors found with criteria
325,Karapareddy,Venugopal,,,,,no authors found with criteria
326,Katta,Balaraju,,,,,no authors found with criteria
327,Kaye,Valerie,,,,,no authors found with criteria
328,Kealy,David,"University of British Columbia, Faculty of Medicine",36022490700,0000-0002-3679-6085,MEDI (237); PSYC (125); SOCI (30),
329,Kegel,Sheila,,,,,no authors found with criteria
330,Kennedy,Andrea L.,"University of British Columbia, Faculty of Medicine",57221478702,,MEDI (3),
331,Kennedy,Christine M.,The University of British Columbia,56021008700,,MEDI (2),
332,Kennedy,Kristine Alexandra,,,,,no authors found with criteria
333,Keramatian,Kamyar,Coastal Early Psychosis Intervention Program,14060234300,,MEDI (48); NEUR (14); PSYC (4),
334,Khan,Mohammad,The University of British Columbia,13310326200,,MEDI (9); IMMU (2); ENVI (1),
335,Khanbhai,Irfan,Vancouver General Hospital,6507391421,,MEDI (3); NEUR (1); PSYC (1),
336,Khattak,Abid,St. Loman's Hospital,,,PSYC (1); ARTS (1); MEDI (1),did not meet criteria
337,Khosa,Buldip,,,,,no authors found with criteria
338,Killough,Russet,,,,,no authors found with criteria
339,Klein,Carolin,West Coast Centre for Sex Therapy,11440768800,,MEDI (28); SOCI (10); PSYC (9),
340,Knebel,Ryan,,,,,no authors found with criteria
341,Kobiljski,Jasmina,The University of British Columbia,16042328100,,BIOC (2),
342,Koczapski,Andrzej B.,The University of British Columbia,6602154141,,MEDI (16); NEUR (5); PSYC (2),
343,Kolchak,Andriy,,,,,no authors found with criteria
344,Kolisang,Mohau,,,,,no authors found with criteria
345,Koo,Anson,,,,,no authors found with criteria
346,Kope,Terry M.,The University of British Columbia,6506567676,,MEDI (5); PSYC (2),
347,Koritar,Endre Laszlo,,,,,no authors found with criteria
348,Korkuczanska,Svetlana,,,,,no authors found with criteria
349,Korman,Lorne M.,The University of British Columbia,23111139300,,PSYC (8); MEDI (3),
350,Korn,Miriam,,,,,no authors found with criteria
351,Kosaka,Brenda Dale,,,,,no authors found with criteria
352,Kot,Sarina,BC Children's Hospital,35114998500,,PSYC (1); HEAL (1),
353,Krausz,Michael R.,"University of British Columbia, Faculty of Medicine",57195119591,,MEDI (401); PSYC (75); NEUR (40),
354,Krawchuk,Jayson,,,,,no authors found with criteria
355,Krell,Robert,The University of British Columbia,56968821100,,MEDI (32); PSYC (18); SOCI (7),
356,Krishnamoorthy,Ashok,The University of British Columbia,56800162200,,MEDI (12); NURS (3); SOCI (1),
357,Kunar,Satnam Singh,Coventry and Warwickshire Partnership NHS Trust,,,MEDI (4),did not meet criteria
358,Kundi,Pardeep Singh,Vancouver General Hospital,57222073684,,MEDI (1),
359,Kunkel,Lucinda,BC Mental Health and Substance Use Services,56579883700,,MEDI (1); PSYC (1),
360,Laban,Premakanthie,,,,,no authors found with criteria
361,Lachowski,Chris,University of Alberta,,,MEDI (7); IMMU (2),did not meet criteria
362,Lacroix,Robert,,,,,no authors found with criteria
363,Lafleur,Daniel L.,The University of British Columbia,6701721002,,AGRI (2); PSYC (2); MEDI (2),
364,Lai,Constantine,,,,,no authors found with criteria
365,Laidlaw,Jennifer,The University of British Columbia,57185252300,,MEDI (4); SOCI (1); COMP (1),
366,Lalani,Roberta,,,,,no authors found with criteria
367,Lam,Raymond W.,The University of British Columbia,21742966400,0000-0001-7142-4669,MEDI (686); NEUR (198); PSYC (130),
